"","gene_name.x","gene_id.x","lsv_id.x","num_junctions.x","num_exons.x","de_novo_junctions.x","seqid.x","strand.x","lsv_junc.x","junc_start.x","junc_end.x","ir_start.x","ir_end.x","paste_into_igv_junction","exon_type.x","color_gene_name.x","Control_Control","Cycloheximide_Control","Control_TDP43KD","Cycloheximide_TDP43KD","gene_name.y","gene_id.y","lsv_id.y","num_junctions.y","num_exons.y","de_novo_junctions.y","seqid.y","strand.y","lsv_junc.y","junc_start.y","junc_end.y","ir_start.y","ir_end.y","exon_type.y","color_gene_name.y","ctrl_ctrl","ctrl_UPF1","TDP43_ctrl","TDP43_UPF1"
"269","ACAD10","ENSG00000111271.15","ENSG00000111271.15:t:111692697-111693134",3,"4",0,"chr12","+","ENSG00000111271.15:t:111692697-111693134_111691168-111692697",111691168,111692697,NA,NA,"chr12:111691168-111692697","target","Delta PSI < 0.05",0.0155,0.0147,0.1485,0.1479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"270","ACAD10","ENSG00000111271.15","ENSG00000111271.15:t:111712498-111712657",6,"4",1,"chr12","+","ENSG00000111271.15:t:111712498-111712657_111712193-111712498",111712193,111712498,111710438,111712497,"chr12:111712193-111712498","target","Delta PSI > 0.05",0.0042,0.0269,0.0812,0.1865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"271","UHRF1BP1L","ENSG00000111647.13","ENSG00000111647.13:s:100086275-100086358",2,"3",0,"chr12","-","ENSG00000111647.13:s:100086275-100086358_100083134-100086275",100083134,100086275,NA,NA,"chr12:100083134-100086275","source","Delta PSI > 0.05",0.025,0.0035,0.2537,0.4394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"272","UHRF1BP1L","ENSG00000111647.13","ENSG00000111647.13:t:100083016-100083134",3,"3",0,"chr12","-","ENSG00000111647.13:t:100083016-100083134_100083134-100086275",100083134,100086275,NA,NA,"chr12:100083134-100086275","target","Delta PSI > 0.05",0.0051,0.0011,0.0654,0.1581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"273","GNB3","ENSG00000111664.11","ENSG00000111664.11:s:6843777-6843978",3,"2",1,"chr12","+","ENSG00000111664.11:s:6843777-6843978_6843978-6845027",6843978,6845027,6843979,6845026,"chr12:6843978-6845027","source","Delta PSI > 0.05",0.0079,0.0266,0.0021,0.1819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"274","C2CD5","ENSG00000111731.13","ENSG00000111731.13:t:22517986-22518137",4,"4",1,"chr12","-","ENSG00000111731.13:t:22517986-22518137_22518137-22518253",22518137,22518253,NA,NA,"chr12:22518137-22518253","target","Delta PSI > 0.05",0.0042,0.0086,0.014,0.1101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"275","EPM2A","ENSG00000112425.16","ENSG00000112425.16:s:145734578-145735520",4,"4",0,"chr6","-","ENSG00000112425.16:s:145734578-145735520_145721155-145735198",145721155,145735198,NA,NA,"chr6:145721155-145735198","source","Delta PSI < 0.05",0.0156,0.0266,0.1152,0.1223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"276","CEP72","ENSG00000112877.8","ENSG00000112877.8:t:652988-653553",3,"4",1,"chr5","+","ENSG00000112877.8:t:652988-653553_648986-652988",648986,652988,NA,NA,"chr5:648986-652988","target","Delta PSI > 0.05",0.0078,0.0068,0.2302,0.3096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"277","ACVR1","ENSG00000115170.16","ENSG00000115170.16:s:157875742-157876330",6,"6",0,"chr2","-","ENSG00000115170.16:s:157875742-157876330_157818559-157875742",157818559,157875742,NA,NA,"chr2:157818559-157875742","source","Delta PSI < 0.05",0.0103,0.0381,0.1362,0.1178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"278","ACVR1","ENSG00000115170.16","ENSG00000115170.16:t:157818269-157818559",8,"8",0,"chr2","-","ENSG00000115170.16:t:157818269-157818559_157818559-157875742",157818559,157875742,NA,NA,"chr2:157818559-157875742","target","Delta PSI < 0.05",0.0071,0.0314,0.119,0.1009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"279","PDE4D","ENSG00000113448.19","ENSG00000113448.19:s:59180593-59180644",7,"8",0,"chr5","-","ENSG00000113448.19:s:59180593-59180644_59157362-59180595",59157362,59180595,NA,NA,"chr5:59157362-59180595","source","Delta PSI < 0.05",0.0045,0.0426,0.1327,0.1726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"280","FANCL","ENSG00000115392.12","ENSG00000115392.12:s:58221942-58222042",3,"4",1,"chr2","-","ENSG00000115392.12:s:58221942-58222042_58217434-58221942",58217434,58221942,NA,NA,"chr2:58217434-58221942","source","Delta PSI > 0.05",0.0049,0.0195,0.2558,0.4198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"281","CRBN","ENSG00000113851.15","ENSG00000113851.15:s:3153424-3153488",3,"3",0,"chr3","-","ENSG00000113851.15:s:3153424-3153488_3151045-3153424",3151045,3153424,3152588,3153423,"chr3:3151045-3153424","source","Delta PSI > 0.05",0.0097,0.0433,0.0389,0.1175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"282","TFDP2","ENSG00000114126.18","ENSG00000114126.18:s:142149114-142149544",4,"4",1,"chr3","-","ENSG00000114126.18:s:142149114-142149544_142101841-142149114",142101841,142149114,NA,NA,"chr3:142101841-142149114","source","Delta PSI < 0.05",0.0173,0.048,0.179,0.1824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"283","PFKFB4","ENSG00000114268.12","ENSG00000114268.12:s:48538498-48538619",2,"3",0,"chr3","-","ENSG00000114268.12:s:48538498-48538619_48536820-48538498",48536820,48538498,NA,NA,"chr3:48536820-48538498","source","Delta PSI > 0.05",0.0312,0.0078,0.0101,0.159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"284","SOS1","ENSG00000115904.14","ENSG00000115904.14:t:39056702-39056866",2,"3",1,"chr2","-","ENSG00000115904.14:t:39056702-39056866_39056866-39067628",39056866,39067628,NA,NA,"chr2:39056866-39067628","target","Delta PSI < 0.05",0.0086,0.0417,0.0932,0.1101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"285","SLC41A3","ENSG00000114544.17","ENSG00000114544.17:s:126050898-126051050",3,"3",0,"chr3","-","ENSG00000114544.17:s:126050898-126051050_126033678-126050898",126033678,126050898,NA,NA,"chr3:126033678-126050898","source","Delta PSI > 0.05",0.0068,0.0123,0.0195,0.1266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"286","SLC41A3","ENSG00000114544.17","ENSG00000114544.17:t:126033604-126033678",3,"3",0,"chr3","-","ENSG00000114544.17:t:126033604-126033678_126033678-126050898",126033678,126050898,NA,NA,"chr3:126033678-126050898","target","Delta PSI > 0.05",0.0063,0.0106,0.0175,0.1118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"287","ADAM23","ENSG00000114948.13","ENSG00000114948.13:s:206570740-206570811",3,"4",1,"chr2","+","ENSG00000114948.13:s:206570740-206570811_206570811-206573115",206570811,206573115,NA,NA,"chr2:206570811-206573115","source","Delta PSI > 0.05",0.0117,0.0038,0.0251,0.1124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"288","MARK1","ENSG00000116141.17","ENSG00000116141.17:t:220598303-220598379",3,"3",0,"chr1","+","ENSG00000116141.17:t:220598303-220598379_220594042-220598331",220594042,220598331,NA,NA,"chr1:220594042-220598331","target","Delta PSI > 0.05",0.0069,0.0434,0.0171,0.1219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"289","GPX7","ENSG00000116157.6","ENSG00000116157.6:t:52606684-52607408",5,"5",1,"chr1","+","ENSG00000116157.6:t:52606684-52607408_52606260-52606684",52606260,52606684,NA,NA,"chr1:52606260-52606684","target","Delta PSI > 0.05",0.0035,0.002,0.141,0.2621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"290","GRB14","ENSG00000115290.10","ENSG00000115290.10:t:164492417-164493182",3,"4",1,"chr2","-","ENSG00000115290.10:t:164492417-164493182_164493182-164493884",164493182,164493884,NA,NA,"chr2:164493182-164493884","target","Delta PSI > 0.05",0.0476,0.0037,0.021,0.1684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"291","FN1","ENSG00000115414.21","ENSG00000115414.21:t:215361969-215363640",2,"3",1,"chr2","-","ENSG00000115414.21:t:215361969-215363640_215362934-215366933",215362934,215366933,NA,NA,"chr2:215362934-215366933","target","Delta PSI > 0.05",0.0436,0.0104,0.0595,0.3198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"292","SF3B1","ENSG00000115524.17","ENSG00000115524.17:s:197420154-197420542",5,"3",0,"chr2","-","ENSG00000115524.17:s:197420154-197420542_197418951-197420428",197418951,197420428,197419641,197420153,"chr2:197418951-197420428","source","Delta PSI > 0.05",0.0038,0.0433,0.0122,0.1552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"293","ST3GAL5","ENSG00000115525.18","ENSG00000115525.18:s:85860922-85861231",13,"8",0,"chr2","-","ENSG00000115525.18:s:85860922-85861231_85853097-85861181",85853097,85861181,85858248,85860921,"chr2:85853097-85861181","source","Delta PSI > 0.05",0.0026,0.0011,0.0012,0.1165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"294","ST3GAL5","ENSG00000115525.18","ENSG00000115525.18:t:85848102-85850934",8,"6",0,"chr2","-","ENSG00000115525.18:t:85848102-85850934_85848204-85852860",85848204,85852860,NA,NA,"chr2:85848204-85852860","target","Delta PSI > 0.05",0.0388,0.0343,0.0797,0.1804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"295","AKT3","ENSG00000117020.19","ENSG00000117020.19:s:243545510-243545648",3,"4",1,"chr1","-","ENSG00000117020.19:s:243545510-243545648_243527864-243545510",243527864,243545510,NA,NA,"chr1:243527864-243545510","source","Delta PSI > 0.05",0.0029,5e-04,0.092,0.2075,"AKT3","ENSG00000117020.19","ENSG00000117020.19:s:243545510-243545648",3,"4",1,"chr1","-","ENSG00000117020.19:s:243545510-243545648_243527864-243545510",243527864,243545510,NA,NA,"source","Delta PSI > 0.05",2e-04,2e-04,0.0921,0.1496
"296","AKT3","ENSG00000117020.19","ENSG00000117020.19:s:243545510-243545648",3,"4",1,"chr1","-","ENSG00000117020.19:s:243545510-243545648_243523467-243545510",243523467,243545510,NA,NA,"chr1:243523467-243545510","source","Delta PSI > 0.05",0.0029,5e-04,0.0739,0.3105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"297","AKT3","ENSG00000117020.19","ENSG00000117020.19:t:243512324-243512426",3,"4",1,"chr1","-","ENSG00000117020.19:t:243512324-243512426_243512426-243523309",243512426,243523309,NA,NA,"chr1:243512426-243523309","target","Delta PSI > 0.05",0.0029,5e-04,0.2886,0.6,"AKT3","ENSG00000117020.19","ENSG00000117020.19:t:243512324-243512426",2,"3",1,"chr1","-","ENSG00000117020.19:t:243512324-243512426_243512426-243523309",243512426,243523309,NA,NA,"target","Delta PSI > 0.05",7e-04,2e-04,0.1785,0.2715
"298","PASK","ENSG00000115687.14","ENSG00000115687.14:s:241112240-241112786",3,"3",0,"chr2","-","ENSG00000115687.14:s:241112240-241112786_241108807-241112240",241108807,241112240,241109781,241112239,"chr2:241108807-241112240","source","Delta PSI > 0.05",0.0111,0.0468,0.0038,0.1176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"299","PASK","ENSG00000115687.14","ENSG00000115687.14:t:241142837-241143074",4,"5",0,"chr2","-","ENSG00000115687.14:t:241142837-241143074_241143074-241145750",241143074,241145750,NA,NA,"chr2:241143074-241145750","target","Delta PSI < 0.05",0.0347,0.0236,0.1519,0.1195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"300","ADGRL2","ENSG00000117114.20","ENSG00000117114.20:t:81699747-81699808",3,"4",1,"chr1","+","ENSG00000117114.20:t:81699747-81699808_81445089-81699747",81445089,81699747,NA,NA,"chr1:81445089-81699747","target","Delta PSI > 0.05",0.0105,0.0218,0.04,0.1517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"301","ERI3","ENSG00000117419.16","ENSG00000117419.16:s:44247939-44247966",5,"6",1,"chr1","-","ENSG00000117419.16:s:44247939-44247966_44226003-44247939",44226003,44247939,NA,NA,"chr1:44226003-44247939","source","Delta PSI > 0.05",7e-04,2e-04,0.0181,0.1276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"302","ERI3","ENSG00000117419.16","ENSG00000117419.16:t:44221070-44221640",6,"7",1,"chr1","-","ENSG00000117419.16:t:44221070-44221640_44221640-44225766",44221640,44225766,NA,NA,"chr1:44221640-44225766","target","Delta PSI > 0.05",6e-04,1e-04,0.0387,0.2207,"ERI3","ENSG00000117419.16","ENSG00000117419.16:t:44221070-44221640",7,"7",1,"chr1","-","ENSG00000117419.16:t:44221070-44221640_44221640-44225766",44221640,44225766,44221641,44225765,"target","Delta PSI < 0.05",0,8e-04,0.0966,0.1083
"303","PROX1","ENSG00000117707.16","ENSG00000117707.16:s:214011521-214011715",3,"3",1,"chr1","+","ENSG00000117707.16:s:214011521-214011715_214011715-214012817",214011715,214012817,NA,NA,"chr1:214011715-214012817","source","Delta PSI > 0.05",0.0032,0.0016,0.0214,0.1081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"304","EDEM3","ENSG00000116406.19","ENSG00000116406.19:s:184694044-184694472",2,"2",0,"chr1","-","ENSG00000116406.19:s:184694044-184694472_184693432-184694044",184693432,184694044,184693433,184694043,"chr1:184693432-184694044","source","Delta PSI > 0.05",0.0035,0.0386,0.0088,0.1234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"305","DLGAP3","ENSG00000116544.12","ENSG00000116544.12:s:34929069-34929650",3,"3",1,"chr1","-","ENSG00000116544.12:s:34929069-34929650_34929068-34929451",34929068,34929451,NA,NA,"chr1:34929068-34929451","source","Delta PSI > 0.05",0.0256,0.0042,0.0975,0.2543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"306","DLGAP3","ENSG00000116544.12","ENSG00000116544.12:s:34929069-34929650",3,"3",1,"chr1","-","ENSG00000116544.12:s:34929069-34929650_34907437-34929069",34907437,34929069,NA,NA,"chr1:34907437-34929069","source","Delta PSI > 0.05",0.0256,0.0267,0.3543,0.4061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"307","DLGAP3","ENSG00000116544.12","ENSG00000116544.12:t:34907355-34907437",5,"4",1,"chr1","-","ENSG00000116544.12:t:34907355-34907437_34907437-34929069",34907437,34929069,NA,NA,"chr1:34907437-34929069","target","Delta PSI < 0.05",0.0154,0.0232,0.2678,0.2823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"308","DLGAP3","ENSG00000116544.12","ENSG00000116544.12:t:34907355-34907437",5,"4",1,"chr1","-","ENSG00000116544.12:t:34907355-34907437_34907437-34929059",34907437,34929059,NA,NA,"chr1:34907437-34929059","target","Delta PSI > 0.05",0.0154,0.0024,0.1326,0.2987,"DLGAP3","ENSG00000116544.12","ENSG00000116544.12:t:34907355-34907437",6,"3",1,"chr1","-","ENSG00000116544.12:t:34907355-34907437_34907437-34929059",34907437,34929059,34907438,34925373,"target","Delta PSI > 0.05",0.0018,0.0017,0.142,0.2027
"309","DLGAP3","ENSG00000116544.12","ENSG00000116544.12:t:34907355-34907437",5,"4",1,"chr1","-","ENSG00000116544.12:t:34907355-34907437_34907437-34928988",34907437,34928988,NA,NA,"chr1:34907437-34928988","target","Delta PSI < 0.05",0.0154,0.0024,0.1504,0.1347,"DLGAP3","ENSG00000116544.12","ENSG00000116544.12:t:34907355-34907437",6,"3",1,"chr1","-","ENSG00000116544.12:t:34907355-34907437_34907437-34928988",34907437,34928988,34907438,34925373,"target","Delta PSI < 0.05",0.0018,0.0017,0.1053,0.1086
"310","USP35","ENSG00000118369.13","ENSG00000118369.13:s:78188812-78189157",5,"5",1,"chr11","+","ENSG00000118369.13:s:78188812-78189157_78189158-78196235",78189158,78196235,78189158,78196235,"chr11:78189158-78196235","source","Delta PSI > 0.05",0.0087,0.0016,0.0026,0.1237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"311","UBE3D","ENSG00000118420.17","ENSG00000118420.17:t:83057826-83058022",3,"3",0,"chr6","-","ENSG00000118420.17:t:83057826-83058022_83058022-83063153",83058022,83063153,NA,NA,"chr6:83058022-83063153","target","Delta PSI < 0.05",0.0208,0.0431,0.1108,0.1253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"312","PCDH17","ENSG00000118946.12","ENSG00000118946.12:t:57666653-57666833",4,"3",0,"chr13","+","ENSG00000118946.12:t:57666653-57666833_57666526-57666664",57666526,57666664,NA,NA,"chr13:57666526-57666664","target","Delta PSI < 0.05",0.025,0.0095,0.1317,0.1008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"313","ELL2","ENSG00000118985.16","ENSG00000118985.16:s:95942918-95943049",5,"6",0,"chr5","-","ENSG00000118985.16:s:95942918-95943049_95901080-95943002",95901080,95943002,NA,NA,"chr5:95901080-95943002","source","Delta PSI > 0.05",0.0043,0.0359,0.0397,0.1542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"314","GPR89A","ENSG00000117262.19","ENSG00000117262.19:s:145623054-145623224",3,"2",1,"chr1","+","ENSG00000117262.19:s:145623054-145623224_145623160-145623682",145623160,145623682,NA,NA,"chr1:145623160-145623682","source","Delta PSI < 0.05",0.0082,0.0428,0.1149,0.0833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"315","HMGCL","ENSG00000117305.15","ENSG00000117305.15:t:23808135-23808323",5,"5",1,"chr1","-","ENSG00000117305.15:t:23808135-23808323_23808323-23814190",23808323,23814190,NA,NA,"chr1:23808323-23814190","target","Delta PSI > 0.05",0.004,0.0492,0.0089,0.112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"316","B4GALT2","ENSG00000117411.18","ENSG00000117411.18:s:43979179-43979616",6,"4",1,"chr1","+","ENSG00000117411.18:s:43979179-43979616_43979511-43984865",43979511,43984865,NA,NA,"chr1:43979511-43984865","source","Delta PSI > 0.05",0.0023,8e-04,0.1232,0.2307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"317","B4GALT2","ENSG00000117411.18","ENSG00000117411.18:s:43979179-43979616",6,"4",1,"chr1","+","ENSG00000117411.18:s:43979179-43979616_43979616-43984865",43979616,43984865,NA,NA,"chr1:43979616-43984865","source","Delta PSI > 0.05",0.0023,8e-04,0.0112,0.1475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"318","B4GALT2","ENSG00000117411.18","ENSG00000117411.18:t:43981109-43981473",7,"4",0,"chr1","+","ENSG00000117411.18:t:43981109-43981473_43980614-43981109",43980614,43981109,43980615,43981108,"chr1:43980614-43981109","target","Delta PSI > 0.05",0.0139,0.0399,0.1608,0.2427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"319","TRIM32","ENSG00000119401.11","ENSG00000119401.11:s:116687305-116687665",4,"3",1,"chr9","+","ENSG00000119401.11:s:116687305-116687665_116687665-116697662",116687665,116697662,NA,NA,"chr9:116687665-116697662","source","Delta PSI > 0.05",0.0139,0.0348,0.0023,0.1228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"320","TRIM32","ENSG00000119401.11","ENSG00000119401.11:t:116697662-116701300",4,"3",1,"chr9","+","ENSG00000119401.11:t:116697662-116701300_116687665-116697662",116687665,116697662,NA,NA,"chr9:116687665-116697662","target","Delta PSI > 0.05",0.0152,0.0363,0.0022,0.1228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"321","HELLS","ENSG00000119969.15","ENSG00000119969.15:t:94558139-94558195",2,"3",1,"chr10","+","ENSG00000119969.15:t:94558139-94558195_94557222-94558139",94557222,94558139,NA,NA,"chr10:94557222-94558139","target","Delta PSI > 0.05",0.0196,0.0176,0.006,0.1289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"322","GRIA2","ENSG00000120251.21","ENSG00000120251.21:s:157362799-157363164",2,"2",0,"chr4","+","ENSG00000120251.21:s:157362799-157363164_157362933-157363435",157362933,157363435,NA,NA,"chr4:157362933-157363435","source","Delta PSI < 0.05",0.0161,0.0491,0.1435,0.0967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"323","GRIA2","ENSG00000120251.21","ENSG00000120251.21:t:157221598-157221807",5,"5",0,"chr4","+","ENSG00000120251.21:t:157221598-157221807_157220725-157221667",157220725,157221667,NA,NA,"chr4:157220725-157221667","target","Delta PSI < 0.05",0.0108,0.0038,0.5903,0.5728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"324","MSANTD2","ENSG00000120458.13","ENSG00000120458.13:t:124766498-124768028",2,"3",1,"chr11","-","ENSG00000120458.13:t:124766498-124768028_124768028-124769160",124768028,124769160,NA,NA,"chr11:124768028-124769160","target","Delta PSI < 0.05",0.0058,0.0413,0.1093,0.0868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"325","WDR35","ENSG00000118965.16","ENSG00000118965.16:s:19978751-19978879",4,"3",1,"chr2","-","ENSG00000118965.16:s:19978751-19978879_19978167-19978751",19978167,19978751,19978168,19978750,"chr2:19978167-19978751","source","Delta PSI > 0.05",0.0026,2e-04,0.3828,0.6586,"WDR35","ENSG00000118965.16","ENSG00000118965.16:s:19978751-19978879",3,"3",1,"chr2","-","ENSG00000118965.16:s:19978751-19978879_19978167-19978751",19978167,19978751,NA,NA,"source","Delta PSI > 0.05",0.001,8e-04,0.1882,0.5037
"326","WDR35","ENSG00000118965.16","ENSG00000118965.16:s:19978751-19978879",4,"3",1,"chr2","-","ENSG00000118965.16:s:19978751-19978879_19978120-19978751",19978120,19978751,19978168,19978750,"chr2:19978120-19978751","source","Delta PSI < 0.05",0.0026,0.032,0.1224,0.147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"327","WDR35","ENSG00000118965.16","ENSG00000118965.16:t:19975530-19975663",3,"3",1,"chr2","-","ENSG00000118965.16:t:19975530-19975663_19975663-19977925",19975663,19977925,19975664,19977924,"chr2:19975663-19977925","target","Delta PSI > 0.05",0.0034,0.0346,0.5843,0.7982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"328","CCDC92","ENSG00000119242.9","ENSG00000119242.9:t:123944669-123944740",2,"3",1,"chr12","-","ENSG00000119242.9:t:123944669-123944740_123944740-123972529",123944740,123972529,NA,NA,"chr12:123944740-123972529","target","Delta PSI < 0.05",0.0263,0.0403,0.1605,0.128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"329","DNMT3A","ENSG00000119772.18","ENSG00000119772.18:s:25239130-25239215",9,"4",1,"chr2","-","ENSG00000119772.18:s:25239130-25239215_25237276-25239130",25237276,25239130,25237305,25239129,"chr2:25237276-25239130","source","Delta PSI > 0.05",4e-04,7e-04,0.1739,0.4905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"330","DNMT3A","ENSG00000119772.18","ENSG00000119772.18:t:25236930-25237005",7,"3",1,"chr2","-","ENSG00000119772.18:t:25236930-25237005_25237005-25237139",25237005,25237139,25237006,25237134,"chr2:25237005-25237139","target","Delta PSI > 0.05",6e-04,1e-04,0.1053,0.5607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"331","SIL1","ENSG00000120725.13","ENSG00000120725.13:s:139198269-139198368",4,"5",0,"chr5","-","ENSG00000120725.13:s:139198269-139198368_139196528-139198269",139196528,139198269,NA,NA,"chr5:139196528-139198269","source","Delta PSI < 0.05",0.0128,0.0371,0.1487,0.1085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"332","SPOP","ENSG00000121067.19","ENSG00000121067.19:s:49675895-49676016",4,"5",0,"chr17","-","ENSG00000121067.19:s:49675895-49676016_49636809-49675895",49636809,49675895,NA,NA,"chr17:49636809-49675895","source","Delta PSI < 0.05",0.0109,0.0455,0.0941,0.1441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"333","SPOP","ENSG00000121067.19","ENSG00000121067.19:t:49636759-49636809",5,"6",0,"chr17","-","ENSG00000121067.19:t:49636759-49636809_49636809-49675895",49636809,49675895,NA,NA,"chr17:49636809-49675895","target","Delta PSI < 0.05",0.0118,0.0441,0.159,0.1592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
