gene_name,gene_id,lsv_id,mean_psi_per_lsv_junction,stdev_psi_per_lsv_junction,num_junctions,num_exons,de_novo_junctions,seqid,strand,lsv_junc,junc_start,junc_end,ir_start,ir_end,paste_into_igv_junction,exon_type,.id,color_gene_name
CPT1C,ENSG00000169169.15,ENSG00000169169.15:t:49710723-49711065,0.0257,0.0127,4,3,1,chr19,+,ENSG00000169169.15:t:49710723-49711065_49708839-49710723,49708839,49710723,,,chr19:49708839-49710723,target,dox_ctrl,non-NMD rescued
ARMC10,ENSG00000170632.14,ENSG00000170632.14:s:103075777-103075881,9e-04,1e-04,3,3,1,chr7,+,ENSG00000170632.14:s:103075777-103075881_103075881-103083066,103075881,103083066,103075882,103081881,chr7:103075881-103083066,source,dox_ctrl,NMD rescued
FOXN2,ENSG00000170802.17,ENSG00000170802.17:t:48346201-48346751,0.0245,0.0156,4,4,1,chr2,+,ENSG00000170802.17:t:48346201-48346751_48334678-48346201,48334678,48346201,48328703,48346200,chr2:48334678-48346201,target,dox_ctrl,non-NMD rescued
ZNF32,ENSG00000169740.14,ENSG00000169740.14:s:43648388-43648704,0.0182,0.0161,3,3,1,chr10,-,ENSG00000169740.14:s:43648388-43648704_43647724-43648388,43647724,43648388,43646276,43648387,chr10:43647724-43648388,source,dox_ctrl,non-NMD rescued
CSGALNACT2,ENSG00000169826.8,ENSG00000169826.8:s:43154897-43155810,0.0147,0.0126,3,3,1,chr10,+,ENSG00000169826.8:s:43154897-43155810_43155810-43160494,43155810,43160494,43155811,43158714,chr10:43155810-43160494,source,dox_ctrl,non-NMD rescued
KBTBD2,ENSG00000170852.12,ENSG00000170852.12:s:32874522-32875157,0.0586,0.0184,3,2,1,chr7,-,ENSG00000170852.12:s:32874522-32875157_32870880-32874707,32870880,32874707,32870881,32874521,chr7:32870880-32874707,source,dox_ctrl,non-NMD rescued
PPID,ENSG00000171497.5,ENSG00000171497.5:s:158717012-158717200,0.002,0.0011,3,3,1,chr4,-,ENSG00000171497.5:s:158717012-158717200_158713260-158717012,158713260,158717012,,,chr4:158713260-158717012,source,dox_ctrl,non-NMD rescued
KYAT1,ENSG00000171097.14,ENSG00000171097.14:s:128881897-128882036,0.0198,0.0144,6,4,1,chr9,-,ENSG00000171097.14:s:128881897-128882036_128846856-128881897,128846856,128881897,,,chr9:128846856-128881897,source,dox_ctrl,non-NMD rescued
TRAPPC12,ENSG00000171853.16,ENSG00000171853.16:s:3457621-3457693,0.1074,0.0251,4,5,1,chr2,+,ENSG00000171853.16:s:3457621-3457693_3457693-3458462,3457693,3458462,,,chr2:3457693-3458462,source,dox_ctrl,NMD rescued
TRAPPC12,ENSG00000171853.16,ENSG00000171853.16:t:3459931-3460336,0.3359,0.0369,4,4,1,chr2,+,ENSG00000171853.16:t:3459931-3460336_3458515-3460263,3458515,3460263,3458516,3459930,chr2:3458515-3460263,target,dox_ctrl,NMD rescued
PLRG1,ENSG00000171566.12,ENSG00000171566.12:s:154541958-154542279,0.0024,8e-04,2,2,1,chr4,-,ENSG00000171566.12:s:154541958-154542279_154540974-154542187,154540974,154542187,,,chr4:154540974-154542187,source,dox_ctrl,NMD rescued
C2CD2L,ENSG00000172375.14,ENSG00000172375.14:s:119110561-119110680,0.0147,0.0108,2,3,1,chr11,+,ENSG00000172375.14:s:119110561-119110680_119110680-119111052,119110680,119111052,,,chr11:119110680-119111052,source,dox_ctrl,non-NMD rescued
CCDC57,ENSG00000176155.21,ENSG00000176155.21:s:82201538-82201952,7e-04,1e-04,5,3,1,chr17,-,ENSG00000176155.21:s:82201538-82201952_82200787-82201538,82200787,82201538,82198423,82201537,chr17:82200787-82201538,source,dox_ctrl,NMD rescued
GTPBP2,ENSG00000172432.19,ENSG00000172432.19:s:43625363-43625560,0.001,0,3,3,1,chr6,-,ENSG00000172432.19:s:43625363-43625560_43624729-43625363,43624729,43625363,43625063,43625362,chr6:43624729-43625363,source,dox_ctrl,NMD rescued
NADSYN1,ENSG00000172890.13,ENSG00000172890.13:s:71484312-71484653,0.0762,0.0328,2,3,1,chr11,+,ENSG00000172890.13:s:71484312-71484653_71484653-71485048,71484653,71485048,,,chr11:71484653-71485048,source,dox_ctrl,non-NMD rescued
NADSYN1,ENSG00000172890.13,ENSG00000172890.13:t:71485542-71485648,0.0666,0.028,2,3,1,chr11,+,ENSG00000172890.13:t:71485542-71485648_71485324-71485542,71485324,71485542,,,chr11:71485324-71485542,target,dox_ctrl,non-NMD rescued
KCNH6,ENSG00000173826.15,ENSG00000173826.15:t:63545078-63545264,0.004,0.0028,2,3,1,chr17,+,ENSG00000173826.15:t:63545078-63545264_63542434-63545078,63542434,63545078,,,chr17:63542434-63545078,target,dox_ctrl,NMD rescued
KCTD13,ENSG00000174943.11,ENSG00000174943.11:t:29910978-29911173,0.0036,0.0024,2,3,1,chr16,-,ENSG00000174943.11:t:29910978-29911173_29911153-29919531,29911153,29919531,,,chr16:29911153-29919531,target,dox_ctrl,NMD rescued
C11orf80,ENSG00000173715.18,ENSG00000173715.18:t:66795897-66796598,0.0498,0.0227,6,4,1,chr11,+,ENSG00000173715.18:t:66795897-66796598_66762450-66796281,66762450,66796281,66788274,66795896,chr11:66762450-66796281,target,dox_ctrl,non-NMD rescued
ULK1,ENSG00000177169.10,ENSG00000177169.10:t:131919212-131919385,0.047,0.0253,2,3,1,chr12,+,ENSG00000177169.10:t:131919212-131919385_131917062-131919212,131917062,131919212,,,chr12:131917062-131919212,target,dox_ctrl,non-NMD rescued
ZDHHC14,ENSG00000175048.17,ENSG00000175048.17:s:157592988-157593146,0.003,0.0038,4,5,1,chr6,+,ENSG00000175048.17:s:157592988-157593146_157593146-157595630,157593146,157595630,,,chr6:157593146-157595630,source,dox_ctrl,NMD rescued
DPP10,ENSG00000175497.17,ENSG00000175497.17:t:115343817-115343912,0.1272,0.0446,4,5,1,chr2,+,ENSG00000175497.17:t:115343817-115343912_115342966-115343817,115342966,115343817,,,chr2:115342966-115343817,target,dox_ctrl,non-NMD rescued
ZSCAN2,ENSG00000176371.14,ENSG00000176371.14:t:84616309-84616614,0.0027,0.0031,4,4,1,chr15,+,ENSG00000176371.14:t:84616309-84616614_84606643-84616309,84606643,84616309,84614828,84616308,chr15:84606643-84616309,target,dox_ctrl,NMD rescued
RIMS2,ENSG00000176406.25,ENSG00000176406.25:t:103912053-103912172,0.0514,0.0274,3,4,1,chr8,+,ENSG00000176406.25:t:103912053-103912172_103886223-103912053,103886223,103912053,,,chr8:103886223-103912053,target,dox_ctrl,non-NMD rescued
GTPBP6,ENSG00000178605.14_PAR_Y,ENSG00000178605.14_PAR_Y:s:316742-317484,0.095,0.0175,6,3,1,chrY,-,ENSG00000178605.14_PAR_Y:s:316742-317484_315020-316914,315020,316914,315300,316741,chrY:315020-316914,source,dox_ctrl,non-NMD rescued
H2AC6,ENSG00000180573.10,ENSG00000180573.10:s:26124145-26124749,0.0529,0.0294,5,3,1,chr6,+,ENSG00000180573.10:s:26124145-26124749_26124633-26127698,26124633,26127698,26124750,26127697,chr6:26124633-26127698,source,dox_ctrl,NMD rescued
PLEC,ENSG00000178209.17,ENSG00000178209.17:s:143934318-143934445,7e-04,0,3,2,1,chr8,-,ENSG00000178209.17:s:143934318-143934445_143934200-143934318,143934200,143934318,,,chr8:143934200-143934318,source,dox_ctrl,NMD rescued
SLC26A11,ENSG00000181045.15,ENSG00000181045.15:t:80252625-80253500,0.003,0.0016,2,3,1,chr17,+,ENSG00000181045.15:t:80252625-80253500_80252461-80252625,80252461,80252625,,,chr17:80252461-80252625,target,dox_ctrl,NMD rescued
EHMT1,ENSG00000181090.21,ENSG00000181090.21:s:137777970-137778055,0.148,0.0259,4,4,1,chr9,+,ENSG00000181090.21:s:137777970-137778055_137778055-137790848,137778055,137790848,137778056,137779634,chr9:137778055-137790848,source,dox_ctrl,NMD rescued
EWSR1,ENSG00000182944.18,ENSG00000182944.18:t:29291929-29292169,6e-04,0,4,4,1,chr22,+,ENSG00000182944.18:t:29291929-29292169_29288786-29292137,29288786,29292137,29291600,29291928,chr22:29288786-29292137,target,dox_ctrl,NMD rescued
BEND3,ENSG00000178409.14,ENSG00000178409.14:s:107098551-107098753,0.0582,0.0259,2,3,1,chr6,-,ENSG00000178409.14:s:107098551-107098753_107087733-107098551,107087733,107098551,,,chr6:107087733-107098551,source,dox_ctrl,non-NMD rescued
GTPBP6,ENSG00000178605.14,ENSG00000178605.14:s:316914-317051,0.0896,0.0312,3,3,1,chrX,-,ENSG00000178605.14:s:316914-317051_315020-316914,315020,316914,315300,316913,chrX:315020-316914,source,dox_ctrl,non-NMD rescued
SUZ12,ENSG00000178691.11,ENSG00000178691.11:s:31947617-31947685,0.0097,0.0073,3,3,1,chr17,+,ENSG00000178691.11:s:31947617-31947685_31947685-31964821,31947685,31964821,31947686,31965694,chr17:31947685-31964821,source,dox_ctrl,NMD rescued
EHMT1,ENSG00000181090.21,ENSG00000181090.21:t:137782291-137782397,0.0824,0.0233,4,4,1,chr9,+,ENSG00000181090.21:t:137782291-137782397_137778055-137782291,137778055,137782291,137782204,137782290,chr9:137778055-137782291,target,dox_ctrl,non-NMD rescued
EHMT1,ENSG00000181090.21,ENSG00000181090.21:t:137790848-137790970,0.1677,0.0288,4,4,1,chr9,+,ENSG00000181090.21:t:137790848-137790970_137778055-137790848,137778055,137790848,137788829,137790847,chr9:137778055-137790848,target,dox_ctrl,NMD rescued
SCFD2,ENSG00000184178.17,ENSG00000184178.17:t:53273826-53274001,0.0179,0.0119,2,3,1,chr4,-,ENSG00000184178.17:t:53273826-53274001_53274001-53278242,53274001,53278242,,,chr4:53274001-53278242,target,dox_ctrl,non-NMD rescued
ADSS1,ENSG00000185100.11,ENSG00000185100.11:s:104741848-104742002,0.0048,0.004,2,3,1,chr14,+,ENSG00000185100.11:s:104741848-104742002_104742002-104742134,104742002,104742134,,,chr14:104742002-104742134,source,dox_ctrl,NMD rescued
EP400,ENSG00000183495.15,ENSG00000183495.15:s:131992173-131992230,0.5206,0.031,3,3,1,chr12,+,ENSG00000183495.15:s:131992173-131992230_131992230-132005077,131992230,132005077,131992231,131994866,chr12:131992230-132005077,source,dox_ctrl,non-NMD rescued
EP400,ENSG00000183495.15,ENSG00000183495.15:t:132005077-132005184,0.5919,0.0381,3,3,1,chr12,+,ENSG00000183495.15:t:132005077-132005184_131992230-132005077,131992230,132005077,131995013,132005076,chr12:131992230-132005077,target,dox_ctrl,non-NMD rescued
RELL1,ENSG00000181826.10,ENSG00000181826.10:s:37634887-37635123,0.3551,0.0312,3,3,1,chr4,-,ENSG00000181826.10:s:37634887-37635123_37632656-37634887,37632656,37634887,37632657,37634886,chr4:37632656-37634887,source,dox_ctrl,non-NMD rescued
RELL1,ENSG00000181826.10,ENSG00000181826.10:t:37631385-37631523,0.3659,0.0325,3,3,1,chr4,-,ENSG00000181826.10:t:37631385-37631523_37631523-37632552,37631523,37632552,37631524,37632551,chr4:37631523-37632552,target,dox_ctrl,non-NMD rescued
ADSS1,ENSG00000185100.11,ENSG00000185100.11:t:104743067-104743550,0.0244,0.0212,2,3,1,chr14,+,ENSG00000185100.11:t:104743067-104743550_104742286-104743067,104742286,104743067,,,chr14:104742286-104743067,target,dox_ctrl,NMD rescued
BCAP31,ENSG00000185825.17,ENSG00000185825.17:s:153715417-153715689,0.0034,0,3,3,1,chrX,-,ENSG00000185825.17:s:153715417-153715689_153705101-153715542,153705101,153715542,153705457,153715416,chrX:153705101-153715542,source,dox_ctrl,NMD rescued
ZSCAN22,ENSG00000182318.6,ENSG00000182318.6:t:58334752-58335205,0.15,0.0425,5,4,1,chr19,+,ENSG00000182318.6:t:58334752-58335205_58327520-58334752,58327520,58334752,58327115,58334751,chr19:58327520-58334752,target,dox_ctrl,non-NMD rescued
AP3M1,ENSG00000185009.13,ENSG00000185009.13:t:74136632-74136803,0.0334,0.0152,2,3,1,chr10,-,ENSG00000185009.13:t:74136632-74136803_74136803-74137115,74136803,74137115,,,chr10:74136803-74137115,target,dox_ctrl,non-NMD rescued
BRF1,ENSG00000185024.18,ENSG00000185024.18:t:105241265-105242605,0.0046,0.0019,8,7,1,chr14,-,ENSG00000185024.18:t:105241265-105242605_105241414-105252394,105241414,105252394,105242606,105247070,chr14:105241414-105252394,target,dox_ctrl,NMD rescued
TREX2,ENSG00000183479.13,ENSG00000183479.13:s:153464988-153465055,0.0036,4e-04,4,4,1,chrX,-,ENSG00000183479.13:s:153464988-153465055_153464897-153464988,153464897,153464988,153463102,153464987,chrX:153464897-153464988,source,dox_ctrl,NMD rescued
ARAP1,ENSG00000186635.15,ENSG00000186635.15:s:72702905-72703079,7e-04,0,3,3,1,chr11,-,ENSG00000186635.15:s:72702905-72703079_72702679-72702905,72702679,72702905,72702680,72702904,chr11:72702679-72702905,source,dox_ctrl,NMD rescued
ARAP1,ENSG00000186635.15,ENSG00000186635.15:t:72701649-72701783,0.0047,7e-04,3,3,1,chr11,-,ENSG00000186635.15:t:72701649-72701783_72701783-72702520,72701783,72702520,72701784,72702519,chr11:72701783-72702520,target,dox_ctrl,NMD rescued
ZNF320,ENSG00000182986.15,ENSG00000182986.15:s:52895339-52895782,0.0448,0.0225,3,3,1,chr19,-,ENSG00000182986.15:s:52895339-52895782_52893856-52895339,52893856,52895339,52895157,52895338,chr19:52893856-52895339,source,dox_ctrl,non-NMD rescued
ZNF320,ENSG00000182986.15,ENSG00000182986.15:t:52893779-52893927,0.041,0.0188,6,5,1,chr19,-,ENSG00000182986.15:t:52893779-52893927_52893856-52895339,52893856,52895339,52893928,52894125,chr19:52893856-52895339,target,dox_ctrl,non-NMD rescued
SMYD4,ENSG00000186532.12,ENSG00000186532.12:s:1804346-1804715,0.0033,0.002,2,3,1,chr17,-,ENSG00000186532.12:s:1804346-1804715_1787604-1804626,1787604,1804626,,,chr17:1787604-1804626,source,dox_ctrl,NMD rescued
SMYD4,ENSG00000186532.12,ENSG00000186532.12:t:1787422-1787604,0.0018,9e-04,3,3,1,chr17,-,ENSG00000186532.12:t:1787422-1787604_1787604-1804626,1787604,1804626,1787605,1799856,chr17:1787604-1804626,target,dox_ctrl,NMD rescued
AGRN,ENSG00000188157.15,ENSG00000188157.15:s:1044334-1044439,0.0622,0.0154,5,3,1,chr1,+,ENSG00000188157.15:s:1044334-1044439_1044439-1044888,1044439,1044888,1044440,1044751,chr1:1044439-1044888,source,dox_ctrl,NMD rescued
AGRN,ENSG00000188157.15,ENSG00000188157.15:s:1044334-1044439,0.1318,0.0212,5,3,1,chr1,+,ENSG00000188157.15:s:1044334-1044439_1044439-1044892,1044439,1044892,1044440,1044751,chr1:1044439-1044892,source,dox_ctrl,non-NMD rescued
AGRN,ENSG00000188157.15,ENSG00000188157.15:s:1044334-1044439,0.1873,0.024,5,3,1,chr1,+,ENSG00000188157.15:s:1044334-1044439_1044440-1044751,1044440,1044751,1044440,1044751,chr1:1044440-1044751,source,dox_ctrl,non-NMD rescued
AGRN,ENSG00000188157.15,ENSG00000188157.15:t:1045161-1045277,0.2519,0.0288,3,3,1,chr1,+,ENSG00000188157.15:t:1045161-1045277_1044987-1045161,1044987,1045161,1044988,1045160,chr1:1044987-1045161,target,dox_ctrl,NMD rescued
AGRN,ENSG00000188157.15,ENSG00000188157.15:t:1045161-1045277,0.1736,0.0214,3,3,1,chr1,+,ENSG00000188157.15:t:1045161-1045277_1044988-1045160,1044988,1045160,1044988,1045160,chr1:1044988-1045160,target,dox_ctrl,non-NMD rescued
SMYD3,ENSG00000185420.19,ENSG00000185420.19:s:246507054-246507312,0.0083,0.0035,2,3,1,chr1,-,ENSG00000185420.19:s:246507054-246507312_246506339-246507054,246506339,246507054,,,chr1:246506339-246507054,source,dox_ctrl,NMD rescued
ZNF529,ENSG00000186020.13,ENSG00000186020.13:t:36572333-36572392,0.5821,0.061,3,3,1,chr19,-,ENSG00000186020.13:t:36572333-36572392_36572392-36573043,36572392,36573043,,,chr19:36572392-36573043,target,dox_ctrl,non-NMD rescued
BCL9L,ENSG00000186174.13,ENSG00000186174.13:s:118925238-118925926,0.0321,0.0207,4,4,1,chr11,-,ENSG00000186174.13:s:118925238-118925926_118910015-118925238,118910015,118925238,118918880,118925237,chr11:118910015-118925238,source,dox_ctrl,NMD rescued
GREB1,ENSG00000196208.14,ENSG00000196208.14:t:11626962-11627104,0.0169,0.01,5,3,1,chr2,+,ENSG00000196208.14:t:11626962-11627104_11625839-11626962,11625839,11626962,11625840,11626961,chr2:11625839-11626962,target,dox_ctrl,non-NMD rescued
TRRAP,ENSG00000196367.15,ENSG00000196367.15:s:98881090-98881250,0.2104,0.0219,2,3,1,chr7,+,ENSG00000196367.15:s:98881090-98881250_98881250-98881695,98881250,98881695,,,chr7:98881250-98881695,source,dox_ctrl,non-NMD rescued
RSBN1L,ENSG00000187257.16,ENSG00000187257.16:s:77696459-77697055,0.0166,0.0102,2,3,1,chr7,+,ENSG00000187257.16:s:77696459-77697055_77697055-77711369,77697055,77711369,,,chr7:77697055-77711369,source,dox_ctrl,NMD rescued
ZNF250,ENSG00000196150.14,ENSG00000196150.14:t:144882447-144882836,0.0013,6e-04,4,4,1,chr8,-,ENSG00000196150.14:t:144882447-144882836_144882836-144884285,144882836,144884285,144882837,144886839,chr8:144882836-144884285,target,dox_ctrl,NMD rescued
GARS1-DT,ENSG00000196295.13,ENSG00000196295.13:t:30585330-30586846,0.0211,0.013,3,3,1,chr7,-,ENSG00000196295.13:t:30585330-30586846_30585479-30593730,30585479,30593730,30586847,30593729,chr7:30585479-30593730,target,dox_ctrl,NMD rescued
TRRAP,ENSG00000196367.15,ENSG00000196367.15:t:98881975-98882024,0.2064,0.0216,2,3,1,chr7,+,ENSG00000196367.15:t:98881975-98882024_98881736-98881975,98881736,98881975,,,chr7:98881736-98881975,target,dox_ctrl,non-NMD rescued
L3MBTL1,ENSG00000185513.18,ENSG00000185513.18:t:43528657-43528745,0.0616,0.0343,5,5,1,chr20,+,ENSG00000185513.18:t:43528657-43528745_43515415-43528657,43515415,43528657,43518831,43528656,chr20:43515415-43528657,target,dox_ctrl,non-NMD rescued
TMEM120B,ENSG00000188735.13,ENSG00000188735.13:s:121780941-121781142,0.0121,0.0103,3,3,1,chr12,+,ENSG00000188735.13:s:121780941-121781142_121781142-121781322,121781142,121781322,121781143,121782031,chr12:121781142-121781322,source,dox_ctrl,NMD rescued
ELAVL3,ENSG00000196361.10,ENSG00000196361.10:s:11466172-11466275,0.3269,0.0328,3,3,1,chr19,-,ENSG00000196361.10:s:11466172-11466275_11463662-11466172,11463662,11466172,11463663,11466171,chr19:11463662-11466172,source,dox_ctrl,NMD rescued
ELAVL3,ENSG00000196361.10,ENSG00000196361.10:t:11458458-11458611,0.373,0.0314,3,3,1,chr19,-,ENSG00000196361.10:t:11458458-11458611_11458611-11463496,11458611,11463496,11458612,11463495,chr19:11458611-11463496,target,dox_ctrl,NMD rescued
SDHAF3,ENSG00000196636.8,ENSG00000196636.8:s:97117698-97117897,0.0286,0.0176,5,5,1,chr7,+,ENSG00000196636.8:s:97117698-97117897_97117897-97160020,97117897,97160020,97117898,97136387,chr7:97117897-97160020,source,dox_ctrl,NMD rescued
CHP1,ENSG00000187446.12,ENSG00000187446.12:t:41270557-41270618,0.0298,0.0121,4,4,1,chr15,+,ENSG00000187446.12:t:41270557-41270618_41256990-41270557,41256990,41270557,41264236,41270556,chr15:41256990-41270557,target,dox_ctrl,non-NMD rescued
SECISBP2,ENSG00000187742.15,ENSG00000187742.15:t:89322200-89325676,0.0255,0.0142,4,3,1,chr9,+,ENSG00000187742.15:t:89322200-89325676_89318612-89325427,89318612,89325427,89319798,89322199,chr9:89318612-89325427,target,dox_ctrl,non-NMD rescued
NDOR1,ENSG00000188566.15,ENSG00000188566.15:s:137215095-137215331,0.1074,0.0417,4,3,1,chr9,+,ENSG00000188566.15:s:137215095-137215331_137215202-137215659,137215202,137215659,,,chr9:137215202-137215659,source,dox_ctrl,non-NMD rescued
POM121,ENSG00000196313.13,ENSG00000196313.13:t:72881450-72881552,0.0099,0.0043,7,3,1,chr7,+,ENSG00000196313.13:t:72881450-72881552_72879680-72881494,72879680,72881494,72880338,72881449,chr7:72879680-72881494,target,dox_ctrl,non-NMD rescued
RD3,ENSG00000198570.7,ENSG00000198570.7:t:211481120-211481487,0.1184,0.0185,10,4,1,chr1,-,ENSG00000198570.7:t:211481120-211481487_211481429-211482271,211481429,211482271,211481488,211482270,chr1:211481429-211482271,target,dox_ctrl,non-NMD rescued
MYO18A,ENSG00000196535.20,ENSG00000196535.20:s:29165942-29167021,0.1199,0.0277,3,4,1,chr17,-,ENSG00000196535.20:s:29165942-29167021_29131442-29165942,29131442,29165942,,,chr17:29131442-29165942,source,dox_ctrl,non-NMD rescued
ZKSCAN5,ENSG00000196652.12,ENSG00000196652.12:s:99505254-99506458,0.011,0.008,3,3,1,chr7,+,ENSG00000196652.12:s:99505254-99506458_99506458-99506578,99506458,99506578,99506459,99512452,chr7:99506458-99506578,source,dox_ctrl,non-NMD rescued
UNC13B,ENSG00000198722.15,ENSG00000198722.15:t:35366947-35366993,0.0019,0.0015,4,5,1,chr9,+,ENSG00000198722.15:t:35366947-35366993_35315169-35366947,35315169,35366947,,,chr9:35315169-35366947,target,dox_ctrl,NMD rescued
SNX2,ENSG00000205302.7,ENSG00000205302.7:s:122775079-122775211,0.0069,0.0027,3,4,1,chr5,+,ENSG00000205302.7:s:122775079-122775211_122775211-122799692,122775211,122799692,,,chr5:122775211-122799692,source,dox_ctrl,NMD rescued
EIF3CL,ENSG00000205609.13,ENSG00000205609.13:t:28390840-28390981,0.0046,0.0038,2,3,1,chr16,-,ENSG00000205609.13:t:28390840-28390981_28390981-28391257,28390981,28391257,,,chr16:28390981-28391257,target,dox_ctrl,NMD rescued
FCHSD1,ENSG00000197948.11,ENSG00000197948.11:s:141646508-141646722,0.0442,0.0298,3,3,1,chr5,-,ENSG00000197948.11:s:141646508-141646722_141646191-141646598,141646191,141646598,,,chr5:141646191-141646598,source,dox_ctrl,non-NMD rescued
ZGPAT,ENSG00000197114.12,ENSG00000197114.12:s:63708881-63709164,0.3102,0.0446,4,4,1,chr20,+,ENSG00000197114.12:s:63708881-63709164_63709164-63732003,63709164,63732003,,,chr20:63709164-63732003,source,dox_ctrl,non-NMD rescued
ZGPAT,ENSG00000197114.12,ENSG00000197114.12:t:63733219-63733352,0.3003,0.0434,3,4,1,chr20,+,ENSG00000197114.12:t:63733219-63733352_63732045-63733219,63732045,63733219,,,chr20:63732045-63733219,target,dox_ctrl,non-NMD rescued
PRC1,ENSG00000198901.14,ENSG00000198901.14:t:90980884-90981231,0.0122,0.0044,3,3,1,chr15,-,ENSG00000198901.14:t:90980884-90981231_90981113-90981499,90981113,90981499,,,chr15:90981113-90981499,target,dox_ctrl,NMD rescued
ENSG00000198211,ENSG00000198211.8,ENSG00000198211.8:s:89920590-89920737,0.0767,0.041,3,3,1,chr16,+,ENSG00000198211.8:s:89920590-89920737_89920737-89921206,89920737,89921206,89920738,89932570,chr16:89920737-89921206,source,dox_ctrl,non-NMD rescued
DCTN1,ENSG00000204843.13,ENSG00000204843.13:s:74376550-74376762,0.0068,8e-04,7,5,1,chr2,-,ENSG00000204843.13:s:74376550-74376762_74371728-74376550,74371728,74376550,74374736,74376549,chr2:74371728-74376550,source,dox_ctrl,NMD rescued
DUXAP9,ENSG00000225210.10,ENSG00000225210.10:s:19068433-19068568,0.0591,0.0289,4,4,1,chr14,+,ENSG00000225210.10:s:19068433-19068568_19068568-19130636,19068568,19130636,19068569,19074267,chr14:19068568-19130636,source,dox_ctrl,non-NMD rescued
