gene,paste_into_igv_junction,paste_into_igv_junction_annotated,strand,junc_cat,junc_in_ref,cryptic,junction_for_clustering,ID_exon,last_exon,dox0_sh,dox0125,dox0187,dox021,dox025,dox075,tdp43_sensitivity_sh,max_psi_sh,dox0_be2,dox002,dox003,dox004,dox005,dox0075,dox01,dox1,tdp43_sensitivity_be2,max_psi_be2,UMAP_1_together,UMAP_2_together,cluster_together,UMAP_1_sh,UMAP_2_sh,cluster_sh,UMAP_1_be2,UMAP_2_be2,cluster_be2,score_cryptic,score_ann,phastCons_alt,phastCons_unchanged,longest_ug_region,dist_nearest_ug_region,width
SEPTIN7P2,chr7:45735670-45736787,chr7:45728313-45736787,-,acceptor,FALSE,yes,yes,372,FALSE,0.01,0.01,0.317,0.331,0.513,0.517,Early,Top,0.031,0.031,0.286,0.449,0.415,0.446,0.473,0.457,Early,Top,-3.212409616,3.247169193,4,1.336418444,3.764541409,4,-0.246291896,1.491485518,4,5.33,8.07,0.260399999,0.996699989,16,6,8474
SEPTIN7P2,chr7:45728313-45735607,chr7:45728313-45736787,-,donor,FALSE,yes,no,372,FALSE,0.013,0.013,0.276,0.311,0.423,0.439,Early,Top,0.018,0.018,0.273,0.431,0.431,0.431,0.461,0.434,Early,Medium,,,,,,,,,,10.49,5.14,0.299000001,0.981399995,16,2,8474
SERGEF,chr11:17846761-17863566,chr11:17846761-17878208,-,donor,FALSE,no,yes,373,FALSE,,,,,,,,,0.033,0.439,0.71,0.84,0.867,0.867,0.867,0.867,Early,Top,,,,,,,,,,,,0.0117,0.0117,0,,31447
SETD5,chr3:9468615-9470459,chr3:9464672-9470459,+,donor,FALSE,yes,yes,374,FALSE,0.001,0.001,0.214,0.283,0.514,0.557,Early,Top,0.025,0.025,0.025,0.338,0.397,0.498,0.498,0.501,Early,Top,-3.152591553,3.098995482,4,1.179655105,3.883819638,4,-1.197046058,1.4011182,4,,,0.999200004,0.999600005,16,114,5787
SGCE,chr7:94587812-94588689,chr7:94585515-94588689,-,acceptor,TRUE,no,yes,375,FALSE,0.195,0.195,0.195,0.195,0.195,0.543,Late,Medium,,,,,,,,,,,,,,,,,,,,,,0.999900001,0.991099995,0,,3174
SGCE,chr7:94585515-94587778,chr7:94585515-94588689,-,donor,TRUE,no,no,375,FALSE,0.145,0.145,0.145,0.145,0.145,0.443,Late,Medium,,,,,,,,,,,,,,,,,,,,,,1,0.990399998,16,126,3174
SH3PXD2B,chr5:172356774-172358773,chr5:172354005-172358773,-,acceptor,TRUE,no,yes,376,FALSE,0.139,0.139,0.139,0.139,0.139,0.448,Late,Medium,,,,,,,,,,,,,,,,,,,,,,0.968099993,0.997300011,16,74,4768
SH3PXD2B,chr5:172354005-172356691,chr5:172354005-172358773,-,donor,TRUE,no,no,376,FALSE,0.211,0.211,0.211,0.211,0.211,0.482,Late,Bottom,,,,,,,,,,,,,,,,,,,,,,0.998100013,0.997600001,16,126,4768
SHANK3,chr22:50706152-50711615,chr22:50706152-50714916,+,acceptor,TRUE,no,yes,377,FALSE,0.552,0.552,0.833,0.85,0.983,0.995,Early,Top,,,,,,,,,,,,,,,,,,,,,,0.999200004,0.954100001,16,82,8764
SHANK3,chr22:50711638-50714917,chr22:50706152-50714916,+,donor,TRUE,no,no,377,FALSE,0.576,0.576,0.809,0.81,0.984,0.995,Early,Top,,,,,,,,,,,,,,,,,,,,,,0.998800004,0.999100012,20,58,8764
SHLD1,chr20:5773043-5773132,chr20:5773043-5863024,+,acceptor,TRUE,no,yes,378,FALSE,,,,,,,,,0.231,0.231,0.231,0.231,0.231,0.503,0.587,0.646,Late,Medium,,,,,,,,,,,,0.0141,0.368899996,0,,89981
SHTN1,chr10:116889279-116901765,chr10:116886566-116901765,-,acceptor,FALSE,no,yes,379,FALSE,0.037,0.037,0.037,0.037,0.117,0.34,Late,Medium,,,,,,,,,,,,,,,,,,,,,,0.059199999,0.999200004,16,34,15199
SHTN1,chr10:116886566-116889094,chr10:116886566-116901765,-,donor,FALSE,no,no,379,FALSE,0.066,0.066,0.066,0.066,0.066,0.337,Late,Bottom,,,,,,,,,,,,,,,,,,,,,,0.0038,0.858699995,16,134,15199
SIPA1L3,chr19:37907358-38008096,chr19:37907358-38029089,+,acceptor,FALSE,yes,no,380,FALSE,,,,,,,,,0.065,0.065,0.065,0.065,0.57,0.57,0.57,0.581,Early,Top,,,,,,,,,,10.38,10.65,0.0063,0.1407,0,,121731
SIPA1L3,chr19:38008195-38029089,chr19:37907358-38029089,+,donor,FALSE,yes,yes,380,FALSE,,,,,,,,,0.033,0.033,0.033,0.362,0.647,0.647,0.647,0.669,Early,Top,-1.92697664,9.282304684,9,,,,-1.319276223,3.070896022,1,7.66,10.32,0.047599999,0.0144,20,130,121731
SLC12A2-DT,chr5:127992633-128061144,chr5:127966928-128061144,-,acceptor,FALSE,yes,yes,381,FALSE,0.001,0.001,0.001,0.001,0.001,0.154,Late,Bottom,,,,,,,,,,,9.192745426,-3.721542848,2,-1.601755179,-5.854509875,1,,,,,,0.0029,0.038599999,52,2,94216
SLC12A7,chr5:1056596-1057471,chr5:1053482-1057471,-,acceptor,TRUE,no,no,382,FALSE,0.438,0.438,0.76,0.76,0.76,0.87,Early,Top,0.158,0.158,0.461,0.478,0.572,0.627,0.627,0.624,Early,Top,,,,,,,,,,,,0.996600002,0.973500001,28,134,3989
SLC12A7,chr5:1053482-1056582,chr5:1053482-1057471,-,donor,TRUE,no,yes,382,FALSE,0.416,0.416,0.737,0.737,0.737,0.867,Early,Top,0.16,0.16,0.48,0.505,0.601,0.627,0.627,0.628,Early,Top,,,,,,,,,,,,0.999300009,0.942500007,28,74,3989
SLC19A1,chr21:45511223-45525817,chr21:45516140-45525817,-,acceptor,FALSE,yes,yes,383,FALSE,0.005,0.005,0.005,0.005,0.005,0.158,Late,Bottom,,,,,,,,,,,9.235507174,-3.773535027,2,-1.575375673,-5.82674118,1,,,,,,0.575599998,0.155100001,24,126,9677
SLC25A29,chr14:100295993-100298842,chr14:100293377-100298842,-,acceptor,TRUE,no,yes,384,FALSE,0.205,0.205,0.371,0.371,0.371,0.575,Early,Medium,,,,,,,,,,,,,,,,,,,,,,0.319,0.988800007,20,54,5465
SLC25A29,chr14:100293377-100295626,chr14:100293377-100298842,-,donor,TRUE,no,no,384,FALSE,0.373,0.373,0.373,0.373,0.373,0.673,Early,Medium,,,,,,,,,,,,,,,,,,,,,,0.995099998,0.475299996,20,106,5465
SLC25A35,chr17:8290976-8291333,chr17:8290976-8292522,-,donor,TRUE,no,yes,385,FALSE,0.306,0.306,0.306,0.306,0.306,0.974,Late,Top,,,,,,,,,,,,,,,,,,,,,,0.956900001,0.932800007,0,,1546
SLC36A1,chr5:151449689-151458788,chr5:151452491-151458788,+,donor,FALSE,yes,yes,386,FALSE,0.003,0.003,0.002,0.003,0.003,0.203,Late,Bottom,,,,,,,,,,,8.008833285,-3.272475853,2,-1.378360982,-5.191771738,1,,,,,,0.0325,0.996600002,0,,6297
SLC39A8,chr4:102315830-102324250,chr4:102315830-102344444,-,donor,TRUE,yes,yes,387,FALSE,0.016,0.016,0.016,0.173,0.303,0.521,Intermediate,Top,,,,,,,,,,,-6.082208217,-8.053384909,1,-0.285378285,0.766608079,5,,,,,,0.0176,0.439899996,0,,28614
SLC50A1,chr1:155136376-155136828,chr1:155136376-155137561,+,acceptor,TRUE,no,no,388,FALSE,0.381,0.381,0.381,0.381,0.496,0.652,Intermediate,Bottom,,,,,,,,,,,,,,,,,,,,,,0.9912,0.990399998,0,,1185
SLC50A1,chr1:155136951-155137561,chr1:155136376-155137561,+,donor,TRUE,no,yes,388,FALSE,0.385,0.385,0.385,0.385,0.385,0.67,Intermediate,Medium,,,,,,,,,,,,,,,,,,,,,,0.997999996,0.446200003,0,,1185
SLC9A8,chr20:49849680-49850810,chr20:49849680-49855438,+,acceptor,TRUE,no,yes,389,FALSE,0.514,0.514,0.764,0.779,0.779,0.959,Early,Top,,,,,,,,,,,,,,,,,,,,,,1,0.999600005,32,10,5758
SLC9A8,chr20:49850844-49855438,chr20:49849680-49855438,+,donor,TRUE,no,no,389,FALSE,0.55,0.55,0.82,0.795,0.795,0.991,Early,Top,,,,,,,,,,,,,,,,,,,,,,1,0.994799995,32,42,5758
SLC9B2,chr4:103065768-103066327,chr4:103057971-103066327,-,acceptor,TRUE,no,yes,390,FALSE,,,,,,,,,0.211,0.211,0.211,0.416,0.429,0.475,0.462,0.471,Early,Bottom,,,,,,,,,,,,0.864200002,0.0389,36,106,8356
SLIT3,chr5:168844655-168883265,chr5:168844655-168844976,-,donor,TRUE,no,yes,391,FALSE,0.235,0.235,0.235,0.235,0.235,0.588,Late,Medium,,,,,,,,,,,,,,,,,,,,,,0.986900002,0.999600005,0,,321
SLMAP,chr3:57923023-57927296,chr3:57923023-57927296,+,exon_skip,TRUE,no,yes,392,FALSE,,,,,,,,,0.271,0.271,0.271,0.271,0.271,0.271,0.271,0.515,Late,Bottom,,,,,,,,,,,,,,,,4273
SMARCA4,chr19:11033517-11033767,chr19:11033517-11034123,+,acceptor,TRUE,no,no,393,FALSE,0.04,0.04,0.04,0.04,0.193,0.372,Intermediate,Medium,0.081,0.081,0.081,0.081,0.081,0.304,0.305,0.347,Intermediate,Bottom,,,,,,,,,,,,1,0.9972,0,,606
SMARCA4,chr19:11033865-11034123,chr19:11033517-11034123,+,donor,TRUE,no,yes,393,FALSE,0.074,0.074,0.074,0.182,0.244,0.453,Intermediate,Medium,0.079,0.079,0.079,0.079,0.272,0.334,0.319,0.37,Intermediate,Medium,,,,,,,,,,,,1,0.997400004,32,86,606
SMARCD3,chr7:151245671-151275114,chr7:151245671-151248485,-,donor,TRUE,no,yes,394,FALSE,0.563,0.563,0.563,0.563,0.82,0.964,Intermediate,Top,,,,,,,,,,,,,,,,,,,,,,0.999700004,1,0,,2814
SMG1P3,chr16:21487616-21495171,chr16:21487616-21519828,-,donor,FALSE,no,yes,395,FALSE,0.216,0.216,0.216,0.216,0.33,0.694,Intermediate,Top,,,,,,,,,,,,,,,,,,,,,,,1,0,,32212
SMPD4,chr2:130161272-130164374,chr2:130157396-130164374,-,acceptor,TRUE,no,yes,396,FALSE,,,,,,,,,0.103,0.103,0.103,0.103,0.103,0.103,0.103,0.313,Late,Bottom,,,,,,,,,,,,0.999800003,0.991100013,0,,6978
SNAP25,chr20:10284772-10293161,chr20:10284772-10292882,+,acceptor,TRUE,no,no,397,FALSE,0.34,0.34,0.34,0.34,0.483,0.79,Intermediate,Top,,,,,,,,,,,,,,,,,,,,,,1,0.999900001,20,94,8110
SNAP25,chr20:10293278-10296925,chr20:10292999-10296925,+,donor,TRUE,no,yes,397,FALSE,0.326,0.326,0.45,0.436,0.558,0.823,Intermediate,Top,,,,,,,,,,,,,,,,,,,,,,1,0.999900001,20,2,3926
SNCB,chr5:176629965-176630280,chr5:176629663-176630280,-,acceptor,TRUE,yes,yes,398,FALSE,0.017,0.017,0.017,0.017,0.312,0.487,Intermediate,Top,,,,,,,,,,,5.273279271,-5.348563635,6,-0.310567711,0.158198742,5,,,,,,0.0039,0.031599999,32,10,617
SNHG17,chr20:38421098-38425935,chr20:38421098-38425935,-,exon_skip,TRUE,no,yes,399,FALSE,,,,,,,,,0.074,0.074,0.341,0.322,0.489,0.489,0.535,0.535,Early,Top,,,,,,,,,,,,,,,,4837
SNHG17,chr20:38421098-38426419,chr20:38421098-38426419,-,exon_skip,TRUE,no,yes,400,FALSE,,,,,,,,,0.524,0.524,0.855,0.893,0.886,0.889,0.909,0.888,Early,Medium,,,,,,,,,,,,,,,,5321
SNHG21,chr15:82756785-82756904,chr15:82754784-82756904,+,donor,TRUE,no,yes,401,FALSE,0.354,0.354,0.569,0.521,0.519,0.708,Early,Medium,,,,,,,,,,,,,,,,,,,,,,0.0471,0.993800002,0,,2120
SP2-AS1,chr17:47918571-47929821,chr17:47918571-47929821,-,exon_skip,FALSE,yes,yes,402,FALSE,0.009,0.009,0.311,0.267,0.267,0.249,Early,Bottom,,,,,,,,,,,-6.919641482,-8.100087751,1,1.899083218,1.871805065,2,,,,,,,,,,11250
SPEG,chr2:219464608-219467174,chr2:219464608-219467174,+,exon_skip,TRUE,yes,yes,403,FALSE,0.045,0.045,0.285,0.263,0.228,0.578,Early,Top,0.042,0.042,0.042,0.042,0.132,0.205,0.21,0.292,Late,Bottom,-2.356980908,3.945109525,4,1.521983502,1.531974246,2,1.766620675,-2.481798686,3,,,,,,,2566
SPPL3,chr12:120765070-120767394,chr12:120765070-120767394,-,exon_skip,FALSE,yes,yes,404,FALSE,,,,,,,,,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.271,Late,Bottom,2.060221367,1.956440306,5,,,,3.678424944,-5.5476492,5,,,,,,,2324
SPRY4-AS1,chr5:142346467-142353226,chr5:142345485-142353226,+,donor,FALSE,yes,yes,405,FALSE,0.007,0.007,0.007,0.007,0.351,0.351,Intermediate,Medium,,,,,,,,,,,5.280697374,-5.35019744,6,-0.269298902,-0.12896243,5,,,,,,0.0018,0.507699996,52,14,7741
SRSF12,chr6:89107258-89117823,chr6:89107027-89117823,-,acceptor,TRUE,no,yes,406,FALSE,0.686,0.686,0.686,0.686,0.686,0.932,Late,Bottom,,,,,,,,,,,,,,,,,,,,,,0.999900001,0.998300004,16,122,10796
SSH2,chr17:29925555-29929938,chr17:29793937-29929938,-,acceptor,TRUE,no,yes,407,FALSE,0.221,0.221,0.235,0.221,0.221,0.605,Late,Top,,,,,,,,,,,,,,,,,,,,,,0.360599998,0.996600002,0,,136001
STAG2,chrX:124090764-124090854,chrX:124090764-124094018,+,acceptor,TRUE,no,no,408,FALSE,0.236,0.236,0.357,0.424,0.394,0.48,Early,Bottom,0.365,0.365,0.365,0.578,0.578,0.595,0.598,0.583,Early,Bottom,,,,,,,,,,,,1,0.9991,0,,3254
STAG2,chrX:124090964-124094018,chrX:124090764-124094018,+,donor,TRUE,no,yes,408,FALSE,0.221,0.221,0.378,0.404,0.449,0.508,Early,Medium,0.418,0.418,0.418,0.613,0.614,0.669,0.642,0.645,Early,Bottom,,,,,,,,,,,,1,0.996800005,0,,3254
STK36,chr2:218685228-218688391,chr2:218685228-218688697,+,acceptor,TRUE,no,yes,409,FALSE,0.143,0.29,0.336,0.336,0.336,0.512,Early,Medium,,,,,,,,,,,,,,,,,,,,,,0.982600003,0.96929999,16,86,3469
STK39,chr2:168017095-168058737,chr2:168017095-168063500,-,donor,FALSE,no,yes,410,FALSE,0.004,0.004,0.004,0.004,0.004,0.182,Late,Bottom,,,,,,,,,,,,,,,,,,,,,,0.0269,1,0,,46405
STMN2,chr8:79611214-79616822,chr8:79611214-79636802,+,acceptor,FALSE,yes,yes,411,TRUE,0.023,0.254,0.872,0.907,0.932,0.981,Early,Top,0.026,0.026,0.469,0.643,0.672,0.77,0.746,0.783,Early,Top,-5.006597299,2.406806262,3,0.83937754,6.943366503,3,-0.930061543,4.651418505,1,,,0.906600004,0.996100008,16,62,25588
STMN2,chr8:79613937-79616822,chr8:79611214-79636802,+,acceptor,FALSE,yes,no,411,FALSE,0.157,0.653,0.711,0.859,0.859,0.817,Early,Top,,,,,,,,,Early,,,,,,,,,,,,,0.906600004,0.833700001,16,62,25588
STRA6,chr15:74193136-74193800,chr15:74191491-74193800,-,acceptor,FALSE,no,yes,413,FALSE,0.029,0.209,0.797,0.866,0.903,0.952,Early,Top,0.26,0.836,0.988,0.987,0.979,0.963,0.987,0.98,Early,Top,,,,,,,,,,,,0.0947,0.363800001,0,,2309
STRA6,chr15:74185056-74185310,chr15:74185055-74189114,-,donor,FALSE,no,yes,412,FALSE,0.175,0.175,0.409,0.444,0.473,0.491,Early,Medium,,,,,,,,,,,,,,,,,,,,,,0.0149,0.696700001,0,,4059
STRA6,chr15:74195469-74195584,chr15:74195468-74195651,-,donor,FALSE,no,yes,414,FALSE,0.158,0.158,0.368,0.382,0.432,0.394,Early,Bottom,,,,,,,,,,,,,,,,,,,,,,0.0047,0.260400005,0,,183
STRA6,chr15:74191491-74193067,chr15:74191491-74193800,-,donor,FALSE,no,no,413,FALSE,0.022,0.152,0.729,0.839,0.852,0.944,Early,Top,0.202,0.714,0.831,0.877,0.877,0.837,0.925,0.906,Early,Top,,,,,,,,,,,,0.0119,0.644499993,0,,2309
STXBP5L,chr3:120908416-120909571,chr3:120908334-120909571,+,donor,FALSE,yes,yes,415,FALSE,0.003,0.033,0.261,0.31,0.398,0.398,Early,Top,,,,,,,,,,,-6.896516207,-8.102529055,1,1.703516497,2.517256879,2,,,,,,0.067000001,0.988299996,40,102,1237
STXBP5L,chr3:120908428-120909571,chr3:120908334-120909571,+,donor,FALSE,yes,yes,415,FALSE,0.003,0.004,0.221,0.196,0.364,0.398,Early,Top,,,,,,,,,,,-6.848152883,-8.338512175,1,1.522406844,2.139411558,2,,,,,,0.0533,0.988299996,40,134,1237
SUN1,chr7:849603-851384,chr7:849603-851384,+,exon_skip,TRUE,no,yes,416,FALSE,,,,,,,,,0.14,0.14,0.14,0.14,0.14,0.341,0.341,0.386,Late,Bottom,,,,,,,,,,,,,,,,1781
SYNE1,chr6:152130778-152132122,chr6:152122676-152132122,-,acceptor,TRUE,no,yes,417,FALSE,,,,,,,,,0.333,0.676,0.838,0.944,0.944,0.895,0.923,0.911,Early,Top,,,,,,,,,,,,0.999900001,0.992900002,0,,9446
SYNE1,chr6:152122676-152130720,chr6:152122676-152132122,-,donor,TRUE,no,no,417,FALSE,,,,,,,,,0.295,0.576,0.844,0.936,0.936,0.936,0.918,0.892,Early,Top,,,,,,,,,,,,0.99920001,0.9972,0,,9446
SYNJ2,chr6:158017290-158019984,chr6:158017290-158028756,+,acceptor,FALSE,no,yes,418,TRUE,,,,,,,,,0.015,0.015,0.015,0.015,0.394,0.394,0.394,0.346,Intermediate,Medium,,,,,,,,,,,,0.0055,0.899999994,16,138,11466
SYNPO,chr5:150624907-150647944,chr5:150640854-150647944,+,donor,FALSE,no,yes,419,FALSE,0.052,0.052,0.052,0.052,0.052,0.312,Late,Bottom,,,,,,,,,,,,,,,,,,,,,,0.97249999,0.2758,0,,7090
SYPL1,chr7:106096302-106097690,chr7:106093137-106097690,-,acceptor,TRUE,no,yes,420,FALSE,0.417,0.417,0.55,0.55,0.55,0.836,Intermediate,Top,,,,,,,,,,,,,,,,,,,,,,0.967500001,0.9912,0,,4553
SYPL1,chr7:106093137-106096293,chr7:106093137-106097690,-,donor,TRUE,no,no,420,FALSE,0.531,0.531,0.531,0.531,0.531,0.897,Intermediate,Medium,,,,,,,,,,,,,,,,,,,,,,0.968900001,0.996799999,0,,4553
SYT7,chr11:61547620-61551384,chr11:61533124-61551384,-,acceptor,FALSE,yes,no,421,FALSE,0.002,0.002,0.002,0.21,0.319,0.33,Early,Medium,0.003,0.003,0.003,0.003,0.258,0.258,0.372,0.403,Intermediate,Medium,,,,,,,,,,,,0.933499992,0.996700007,28,122,18260
SYT7,chr11:61547308-61547530,chr11:61547308-61551384,-,donor,FALSE,yes,yes,421,FALSE,0.031,0.031,0.601,0.601,0.909,0.944,Early,Top,,,,,,,,,Intermediate,,-6.701158121,-6.87085224,1,0.568424406,6.759800133,3,,,,,,0.021,0.995999992,24,14,4076
SYT7,chr11:61533124-61547530,chr11:61533124-61551384,-,donor,FALSE,yes,yes,422,FALSE,0.002,0.002,0.002,0.072,0.059,0.157,Early,Bottom,,,,,,,,,,,,,,,,,,,,,,0.021,0.991900009,24,14,18260
TAF4B,chr18:26293531-26295195,chr18:26293531-26315229,+,acceptor,TRUE,no,no,423,FALSE,,,,,,,Intermediate,,0.056,0.056,0.265,0.227,0.461,0.505,0.541,0.541,Early,Top,,,,,,,,,,,,0.186100002,0.989899993,16,50,21698
TAF4B,chr18:26295314-26315229,chr18:26293531-26315229,+,donor,TRUE,no,yes,423,FALSE,0.027,0.027,0.027,0.027,0.333,0.327,Intermediate,Medium,0.103,0.103,0.459,0.514,0.534,0.545,0.597,0.636,Early,Top,,,,,,,,,,,,0.1632,0.973699999,0,,21698
TANK,chr2:161161104-161161285,chr2:161160486-161179614,+,acceptor,TRUE,yes,yes,424,FALSE,0.01,0.01,0.01,0.01,0.01,0.252,Late,Bottom,,,,,,,,,,,7.421085884,-3.435864387,2,-1.785510304,-4.313759066,1,,,,,,0.0189,0.0286,0,,19128
TARBP1,chr1:234400948-234401181,chr1:234398553-234401181,-,acceptor,TRUE,yes,yes,425,FALSE,0.095,0.095,0.18,0.246,0.222,0.403,Intermediate,Medium,,,,,,,,,,,-6.530503263,-8.636429378,1,2.088008635,1.003615701,2,,,,,,0.999900001,0.864199996,0,,2628
TBXAS1,chr7:139787426-139788213,chr7:139787426-139797210,+,acceptor,FALSE,yes,yes,426,FALSE,0.046,0.046,0.046,0.046,0.046,0.25,Late,Bottom,,,,,,,,,,,6.864461839,-3.552232021,2,-1.680839575,-3.690792628,1,,,,,,0.0478,0.981399989,0,,9784
TCEA2,chr20:64063384-64066476,chr20:64063949-64066476,+,acceptor,TRUE,no,yes,427,FALSE,0.399,0.399,0.399,0.616,0.616,0.665,Intermediate,Bottom,,,,,,,,,,,,,,,,,,,,,,0.995199996,0.9977,0,,2527
TEAD1,chr11:12862314-12864686,chr11:12862314-12864838,+,acceptor,TRUE,no,yes,428,FALSE,0.111,0.111,0.111,0.111,0.111,0.407,Late,Medium,,,,,,,,,,,,,,,,,,,,,,1,0.995399994,0,,2524
TEKT4P2,chr21:9124421-9127489,chr21:9070444-9127489,-,acceptor,TRUE,no,no,429,FALSE,,,,,,,,,0.064,0.064,0.275,0.275,0.275,0.275,0.275,0.459,Early,Medium,,,,,,,,,,,,0.335599998,0.160600001,0,,57045
TEKT4P2,chr21:9121378-9124362,chr21:9070444-9127489,-,donor,FALSE,no,yes,429,FALSE,,,,,,,,,0.129,0.825,0.825,0.825,0.825,0.825,0.825,0.825,Early,Top,,,,,,,,,,,,0.419499999,0.1198,0,,57045
TENM3,chr4:182598822-182600924,chr4:182346929-182600924,+,donor,FALSE,yes,yes,430,FALSE,,,,,,,,,0,0,0,0,0,0.235,0.249,0.235,Late,Bottom,0.89927488,3.119053174,5,,,,1.817327295,-3.193807264,3,,,0.067,0.996800005,16,82,253995
TEP1,chr14:20372857-20373011,chr14:20371632-20373011,-,acceptor,TRUE,no,yes,431,FALSE,0.433,0.433,0.767,0.767,0.813,0.949,Early,Top,,,,,,,,,,,,,,,,,,,,,,0.577399999,0.473300004,16,114,1379
TERF1,chr8:73027052-73030336,chr8:73027052-73032042,+,acceptor,TRUE,no,yes,432,FALSE,0.495,0.495,0.495,0.495,0.495,0.841,Late,Medium,,,,,,,,,,,,,,,,,,,,,,0.924999988,0.377399991,0,,4990
TERF1,chr8:73030395-73032042,chr8:73027052-73032042,+,donor,TRUE,no,no,432,FALSE,0.663,0.663,0.663,0.663,0.663,0.904,Late,Bottom,,,,,,,,,,,,,,,,,,,,,,0.204799999,0.951700008,0,,4990
TGS1,chr8:55811097-55813040,chr8:55811097-55813040,+,acceptor,TRUE,no,yes,433,FALSE,0.729,0.729,0.729,0.729,0.729,0.979,Late,Bottom,,,,,,,,,,,,,,,,,,,,,,0.999000001,0.999900001,0,,1943
THBS2,chr6:169233017-169237170,chr6:169233017-169237170,-,exon_skip,TRUE,no,yes,434,FALSE,,,,,,,,,0.072,0.072,0.072,0.072,0.072,0.305,0.432,0.533,Late,Top,,,,,,,,,,,,,,,,4153
THBS3,chr1:155206406-155207798,chr1:155206406-155207798,-,donor,TRUE,no,yes,435,FALSE,,,,,,,,,0.45,0.45,0.45,0.701,0.701,0.674,0.674,0.756,Early,Medium,,,,,,,,,,,,0.998200005,0.998300004,0,,1392
TIA1,chr2:70229091-70229264,chr2:70227822-70229264,-,acceptor,TRUE,no,yes,436,FALSE,0.615,0.615,0.615,0.615,0.615,0.815,Late,Bottom,,,,,,,,,,,,,,,,,,,,,,1,1,16,34,1442
TKFC,chr11:61335937-61336204,chr11:61335937-61337941,+,acceptor,TRUE,yes,yes,437,FALSE,0.025,0.025,0.025,0.025,0.025,0.363,Late,Medium,,,,,,,,,,,5.497789275,-3.271490701,2,-2.610738489,-2.600833406,1,,,,,,0.0093,0.0088,0,,2004
TMEM117,chr12:43836196-43836744,chr12:43836196-43844624,+,acceptor,FALSE,yes,yes,438,FALSE,0.008,0.008,0.24,0.627,0.815,0.936,Early,Top,0.016,0.016,0.35,0.65,0.796,0.986,0.986,0.986,Early,Top,-4.417155482,2.285685208,3,0.573798039,6.537161716,3,-0.921473156,4.714022794,1,4.43,9.89,0.262999995,0.0219,36,38,8428
TMEM117,chr12:43836884-43844624,chr12:43836196-43844624,+,donor,FALSE,yes,no,438,FALSE,,,,,,,Early,,0.011,0.011,0.194,0.194,0.251,0.265,0.318,0.319,Early,Medium,-0.367297296,9.380117742,9,,,,0.554376834,0.475600583,4,6.93,10.35,0.0258,0.013,36,66,8428
TMEM117,chr12:43836901-43844624,chr12:43836196-43844624,+,donor,FALSE,yes,no,438,FALSE,0.006,0.006,0.312,0.315,0.53,0.899,Early,Top,0.011,0.011,0.561,0.726,0.698,0.732,0.732,0.732,Early,Top,,,,,,,,,,8.34,10.35,0.0218,0.013,36,82,8428
TMEM144,chr4:158244349-158245324,chr4:158244349-158253444,+,acceptor,FALSE,yes,yes,439,FALSE,,,,,,,,,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.269,Late,Bottom,1.912036719,2.113774288,5,,,,3.643103342,-5.445700486,5,3.52,9.79,0.2255,0.985300004,64,134,9095
TMEM144,chr4:158245404-158253444,chr4:158244349-158253444,+,donor,FALSE,yes,no,439,FALSE,,,,,,,,,0.009,0.009,0.009,0.009,0.009,0.009,0.275,0.251,Late,Bottom,,,,,,,,,,8.04,10.68,0.0855,0.873199999,20,86,9095
TMEM234,chr1:32217124-32217259,chr1:32216947-32217259,-,acceptor,FALSE,yes,yes,440,FALSE,0.004,0.181,0.181,0.181,0.181,0.212,Early,Bottom,,,,,,,,,,,-2.463990832,-6.832920353,7,2.675436416,-0.061130642,2,,,,,,0.0395,0.966299999,0,,312
TMEM260,chr14:56634952-56635122,chr14:56634952-56636508,+,acceptor,FALSE,yes,yes,441,FALSE,0.006,0.194,0.194,0.194,0.194,0.172,Early,Bottom,,,,,,,,,,,-2.44230613,-6.809906507,7,2.76703999,0.055280986,2,,,,,,0.0052,0.997099996,0,,1556
TMEM263,chr12:106956065-106957082,chr12:106956065-106967111,+,acceptor,TRUE,no,yes,442,FALSE,,,,,,,,,0.735,0.735,0.735,0.735,0.735,0.981,0.981,0.994,Late,Bottom,,,,,,,,,,,,0.0412,0.566600007,64,82,11046
TMEM39A,chr3:119435935-119436791,chr3:119434882-119436791,-,acceptor,TRUE,no,yes,443,FALSE,0.009,0.069,0.068,0.068,0.145,0.231,Intermediate,Bottom,,,,,,,,,,,,,,,,,,,,,,1,0.998800009,0,,1909
TMEM63B,chr6:44135096-44135328,chr6:44135096-44136349,+,acceptor,TRUE,no,no,444,FALSE,,,,,,,,,0.121,0.121,0.121,0.121,0.121,0.121,0.121,0.372,Late,Bottom,,,,,,,,,,,,0.989199996,0.997100002,0,,1253
TMEM63B,chr6:44135366-44136349,chr6:44135096-44136349,+,donor,TRUE,no,yes,444,FALSE,,,,,,,,,0.163,0.163,0.163,0.163,0.163,0.163,0.163,0.411,Late,Bottom,,,,,,,,,,,,0.999800003,0.993699998,0,,1253
TMTC4,chr13:100642311-100662964,chr13:100642311-100662964,-,exon_skip,FALSE,yes,yes,445,FALSE,0.022,0.158,0.158,0.158,0.158,0.254,Intermediate,Bottom,,,,,,,,,,,-2.486603373,-6.862527845,7,2.617868668,-0.111359586,2,,,,,,,,,,20653
