gene_name,paste_into_igv_junction,junc_cat,baseline_PSI,contrast_PSI,comparison,strand,is_cryptic,n_significant_data
GRAMD1B,chr11:123578430-123584312,annotated,0.0127,0.1051,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,+,TRUE,1
FAM114A2,chr5:154037455-154038857,novel_acceptor,7e-04,0.1035,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,-,TRUE,2
CTDP1,chr18:79729069-79753652,annotated,0.0018,0.1592,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,+,TRUE,4
MTMR1,chrX:150750843-150751030,annotated,0.0294,0.1586,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,+,TRUE,1
CDON,chr11:125981314-125983872,novel_acceptor,0.0028,0.1949,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,-,TRUE,3
PFKP,chr10:3099352-3099557,novel_acceptor,0.0031,0.324,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,+,TRUE,8
PFKP,chr10:3099819-3101365,novel_donor,9e-04,0.3276,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,+,TRUE,8
CHGB,chr20:5914713-5916326,annotated,0.0204,0.1757,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,+,TRUE,5
IKZF5,chr10:122998658-123007026,annotated,0.0434,0.1597,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,-,TRUE,1
IKZF5,chr10:122998658-123007026,annotated,0.0425,0.1631,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,-,TRUE,1
DEPDC5,chr22:31797699-31798582,annotated,0.0177,0.1843,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,+,TRUE,1
PLCB4,chr20:9401590-9403001,novel_acceptor,0.0157,0.138,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,+,TRUE,1
ABCD1,chrX:153740237-153740305,novel_acceptor,0.0076,0.1555,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,+,TRUE,3
NME4,chr16:406889-407425,ambig_gene,0.035,0.1425,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,+,TRUE,1
TTC23,chr15:99161867-99162958,novel_donor,0.041,0.2126,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,-,TRUE,1
CCNJ,chr10:96044462-96056701,novel_exon_skip,0.0335,0.1658,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,+,TRUE,2
NSMCE4A,chr10:121973599-121974004,novel_acceptor,0.0237,0.1999,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,-,TRUE,5
NSMCE4A,chr10:121971069-121973523,novel_donor,0.0167,0.1645,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,-,TRUE,4
RECQL5,chr17:75628825-75628934,annotated,0.0273,0.1598,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,-,TRUE,1
PHF12,chr17:28915448-28917285,novel_acceptor,0.0244,0.1223,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,-,TRUE,4
FAM149A,chr4:186157719-186157801,novel_acceptor,0.0186,0.143,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,+,TRUE,1
TSPOAP1,chr17:58305865-58306182,novel_donor,0.0208,0.2439,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,-,TRUE,5
ITGA3,chr17:50081193-50081310,annotated,0.0315,0.2548,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,+,TRUE,3
SYT7,chr11:61547620-61551384,novel_acceptor,2e-04,0.4807,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,-,TRUE,4
SYT7,chr11:61547308-61547530,novel_donor,6e-04,0.6041,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,-,TRUE,4
ANGEL1,chr14:76809643-76812305,annotated,0.0278,0.1809,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,-,TRUE,1
LRRC7,chr1:69716214-69760191,novel_donor,0.0046,0.1543,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,+,TRUE,1
LRRC7,chr1:70036233-70036443,none,0.0478,0.2425,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,+,TRUE,1
HEXB,chr5:74720747-74721318,annotated,0.0104,0.1281,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,+,TRUE,1
USP36,chr17:78837072-78838586,none,0.0019,0.1582,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,-,TRUE,2
USP36,chr17:78836372-78836897,novel_donor,0.0107,0.3317,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,-,TRUE,3
USP36,chr17:78836373-78836896,none,0.0027,0.1223,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,-,TRUE,2
POLD1,chr19:50384390-50385935,novel_acceptor,0.0019,0.1349,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,+,TRUE,1
TUBE1,chr6:112076112-112076417,novel_donor,0.047,0.1208,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,-,TRUE,1
SEMA3C,chr7:80905916-80916679,annotated,0.0387,0.2014,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,-,TRUE,1
CROCCP3,chr1:16490926-16491010,annotated,0.0487,0.1392,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,-,TRUE,1
AARS1,chr16:70272882-70276486,novel_acceptor,2e-04,0.1603,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,-,TRUE,5
AARS1,chr16:70271972-70272796,novel_donor,2e-04,0.1589,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,-,TRUE,5
TRPM7,chr15:50648885-50650568,ambig_gene,0.0055,0.2014,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,-,TRUE,1
RABGGTA,chr14:24271248-24271487,annotated,0.0427,0.2006,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,-,TRUE,1
KLHDC4,chr16:87701033-87708350,novel_exon_skip,0.0393,0.1796,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,-,TRUE,1
SLC1A6,chr19:14975274-14976760,none,0.041,0.1289,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,-,TRUE,1
GRB10,chr7:50726035-50727340,novel_donor,0.0394,0.2974,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,-,TRUE,1
SNX25,chr4:185346650-185353485,annotated,0.0029,0.1444,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,+,TRUE,1
ELAPOR1,chr1:109185133-109185575,novel_acceptor,0.0312,0.1062,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,+,TRUE,1
ELAPOR1,chr1:109197654-109198573,novel_exon_skip,0.014,0.2424,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,+,TRUE,4
ELAPOR1,chr1:109197654-109198573,novel_exon_skip,0.0137,0.273,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,+,TRUE,4
TFAP2E,chr1:35588552-35589019,novel_acceptor,0.0032,0.302,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,+,TRUE,2
TFAP2E,chr1:35589133-35589930,novel_donor,0.0032,0.3328,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,+,TRUE,2
DDX59,chr1:200650676-200654441,annotated,0.0228,0.1782,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,-,TRUE,1
TTLL5,chr14:75902224-75906555,annotated,0.0278,0.1617,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,+,TRUE,1
GRIA2,chr4:157220725-157221667,annotated,0.0251,0.1858,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,+,TRUE,2
MNAT1,chr14:60812127-60817918,novel_acceptor,0.0058,0.3973,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,+,TRUE,4
MNAT1,chr14:60817949-60818722,novel_donor,0.0036,0.3673,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,+,TRUE,4
NSMAF,chr8:58638353-58642984,novel_acceptor,0.0196,0.1588,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,-,TRUE,1
OFD1,chrX:13740213-13744415,annotated,0.0298,0.2162,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,+,TRUE,1
PPP1R12A,chr12:79805768-79807226,annotated,0.0326,0.1278,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,-,TRUE,1
RAP1GAP,chr1:21598820-21599494,novel_acceptor,9e-04,0.1727,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,-,TRUE,5
ARAF,chrX:47561251-47562682,novel_acceptor,0.0133,0.1522,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,+,TRUE,1
C20orf194,chr20:3344699-3348525,novel_acceptor,6e-04,0.4057,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,-,TRUE,4
C20orf194,chr20:3343731-3344641,novel_donor,6e-04,0.1672,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,-,TRUE,4
CBARP,chr19:1235342-1235501,annotated,0.0216,0.3771,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,-,TRUE,5
CBARP,chr19:1235145-1235312,novel_donor,0.046,0.1273,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,-,TRUE,3
KIAA0586,chr14:58512627-58514196,annotated,0.012,0.1139,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,+,TRUE,1
ZNF423,chr16:49640505-49730771,novel_acceptor,0.001,0.1566,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,-,TRUE,4
ZNF423,chr16:49638874-49640443,novel_donor,0.0053,0.1761,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,-,TRUE,4
BBC3,chr19:47228446-47230217,novel_donor,0.0148,0.1112,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,-,TRUE,1
IQCE,chr7:2559217-2564878,novel_acceptor,4e-04,0.4931,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,+,TRUE,5
IQCE,chr7:2584430-2586208,novel_donor,0.0415,0.1577,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,+,TRUE,2
IQCE,chr7:2565071-2567116,novel_donor,0.0018,0.5729,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,+,TRUE,5
ATRNL1,chr10:115265277-115265556,novel_acceptor,0.0205,0.1934,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,+,TRUE,1
ATRNL1,chr10:115215880-115265193,novel_exon_skip,0.0367,0.2098,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,+,TRUE,1
MPP2,chr17:43884155-43898262,annotated,0.0363,0.1478,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,-,TRUE,3
MADD,chr11:47325032-47326544,novel_donor,0.0027,0.113,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,+,TRUE,5
NUP107,chr12:68692112-68696851,annotated,0.0302,0.1353,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,+,TRUE,1
RIPOR2,chr6:24839599-24842862,annotated,0.0424,0.1046,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,-,TRUE,1
SLC5A7,chr2:108007400-108008465,novel_donor,0.0174,0.1434,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,+,TRUE,2
SLC45A4,chr8:141221765-141308096,annotated,0.0456,0.2333,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,-,TRUE,1
NR1H3,chr11:47268289-47268550,novel_donor,0.0216,0.1946,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,+,TRUE,1
BRD9,chr5:850602-859601,novel_donor,0.0111,0.1084,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,-,TRUE,2
BRD9,chr5:850602-859550,novel_donor,0.0215,0.1405,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,-,TRUE,1
PSD,chr10:102418046-102418701,novel_acceptor,0.0022,0.352,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,-,TRUE,6
PSD,chr10:102417121-102417940,novel_donor,0.0019,0.1827,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,-,TRUE,4
ADCK1,chr14:77830316-77859076,novel_donor,0.0046,0.1295,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,+,TRUE,1
ADGRL1,chr19:14176669-14177531,novel_acceptor,3e-04,0.2048,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,-,TRUE,4
ADGRL1,chr19:14170791-14176479,novel_donor,5e-04,0.1423,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,-,TRUE,3
SCARB1,chr12:124817707-124862380,annotated,0.021,0.1919,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,-,TRUE,2
PPP2R5C,chr14:101762970-101856686,novel_exon_skip,0.0449,0.1185,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,+,TRUE,1
BCKDHB,chr6:80127624-80128599,novel_acceptor,0.0283,0.2461,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,+,TRUE,2
CRLS1,chr20:6015490-6026171,ambig_gene,6e-04,0.1347,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,+,TRUE,2
CRLS1,chr20:6026238-6031285,ambig_gene,0.0173,0.1479,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,+,TRUE,2
NUP188,chr9:128952846-128956141,ambig_gene,0.0028,0.5374,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,+,TRUE,5
NUP188,chr9:128956174-128956350,ambig_gene,0.0018,0.381,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,+,TRUE,5
CRYBB2P1,chr22:25459515-25520682,novel_exon_skip,0.0434,0.126,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,+,TRUE,1
GGCX,chr2:85553497-85555484,novel_exon_skip,0.0321,0.1682,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,-,TRUE,1
RPS6KA1,chr1:26536969-26547189,annotated,0.0413,0.175,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,+,TRUE,1
ZNF263,chr16:3285239-3285720,novel_acceptor,0.0483,0.1058,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,+,TRUE,1
RSF1,chr11:77813787-77820528,novel_acceptor,8e-04,0.2551,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,-,TRUE,4
RSF1,chr11:77813783-77820528,novel_acceptor,8e-04,0.1518,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,-,TRUE,3
PMS1,chr2:189805754-189817042,novel_acceptor,0.0238,0.1586,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,+,TRUE,1
ZNF268,chr12:133182030-133184664,annotated,0.0471,0.1159,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,+,TRUE,1
FH,chr1:241510556-241511866,none,0.0045,0.1695,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,-,TRUE,2
PPP1R16B,chr20:38907935-38908032,novel_acceptor,0.0049,0.1789,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,+,TRUE,1
EIF3E,chr8:108241913-108309336,annotated,0.0025,0.1072,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,-,TRUE,1
GRIN2D,chr19:48394936-48404734,novel_exon_skip,0.0328,0.1562,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,+,TRUE,1
GRIN2D,chr19:48421892-48441769,novel_donor,0.0361,0.1459,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,+,TRUE,1
DNAJC12,chr10:67823392-67835392,novel_donor,0.0326,0.1189,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,-,TRUE,4
NUP98,chr11:3702892-3704746,novel_donor,0.0162,0.1619,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,-,TRUE,1
CHPT1,chr12:101720174-101723168,novel_donor,0.0238,0.1177,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,+,TRUE,1
IGSF21,chr1:18228010-18281081,novel_acceptor,0.0014,0.3399,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,+,TRUE,4
IGSF21,chr1:18281170-18291866,novel_donor,7e-04,0.2074,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,+,TRUE,4
STMN1,chr1:25885869-25896855,novel_donor,0.0444,0.2615,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,-,TRUE,1
ATXN1,chr6:16589513-16657776,novel_acceptor,0.0011,0.1603,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,-,TRUE,3
CHTF18,chr16:790671-791161,annotated,0.028,0.1899,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,+,TRUE,1
SRD5A3,chr4:55346557-55351097,ambig_gene,0.0212,0.2092,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,+,TRUE,1
POU2F2,chr19:42130499-42160332,novel_acceptor,0.0013,0.1983,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,-,TRUE,3
POU2F2,chr19:42122576-42130343,novel_donor,0.001,0.2178,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,-,TRUE,3
RASGRP2,chr11:64744482-64744742,annotated,0.003,0.1508,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,-,TRUE,2
NOL4,chr18:33958130-33958238,none,0.0415,0.1107,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,-,TRUE,1
ANKRD27,chr19:32625966-32628083,novel_exon_skip,0.0034,0.183,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,-,TRUE,2
MAST1,chr19:12841066-12842139,novel_acceptor,1e-04,0.2771,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,+,TRUE,4
MAST1,chr19:12841455-12842138,none,0.0182,0.159,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,+,TRUE,2
MAST1,chr19:12842178-12843529,novel_donor,2e-04,0.1448,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,+,TRUE,2
MAST1,chr19:12842191-12843528,none,0.0185,0.1809,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,+,TRUE,3
RUNDC3B,chr7:87628572-87650822,novel_donor,4e-04,0.1264,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,+,TRUE,4
RUNDC3B,chr7:87628572-87650822,novel_donor,4e-04,0.1321,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,+,TRUE,4
DNM1,chr9:128250940-128253047,novel_acceptor,0.001,0.125,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,+,TRUE,4
DNM1,chr9:128251245-128252732,none,0.0445,0.1808,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,+,TRUE,2
DNM1,chr9:128250940-128253047,novel_acceptor,0.0012,0.1377,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,+,TRUE,4
DNM1,chr9:128252802-128253046,none,0.0481,0.2019,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,+,TRUE,2
SERPINI2,chr3:167469581-167471588,annotated,0.0412,0.2193,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,-,TRUE,1
COL7A1,chr3:48573890-48574213,novel_donor,0.0207,0.1111,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,-,TRUE,2
COL7A1,chr3:48573891-48574212,none,0.002,0.1979,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,-,TRUE,4
WDR11,chr10:120851527-120852524,annotated,0.0495,0.1666,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,+,TRUE,1
GTDC1,chr2:144208814-144211513,none,0.0252,0.2398,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,-,TRUE,1
MED13L,chr12:116054357-116096669,novel_acceptor,0.0019,0.2217,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,-,TRUE,2
HP1BP3,chr1:20775006-20775449,none,0.0361,0.1323,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,-,TRUE,1
MACF1,chr1:39159020-39231182,annotated,0.0222,0.1585,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,+,TRUE,2
INVS,chr9:100099416-100101301,annotated,0.0055,0.1569,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,+,TRUE,1
INVS,chr9:100126549-100129676,annotated,0.0331,0.2725,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,+,TRUE,1
INVS,chr9:100126549-100131870,annotated,0.0326,0.1549,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,+,TRUE,2
BBOF1,chr14:74046130-74055584,novel_exon_skip,0.029,0.1517,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,+,TRUE,1
KCNIP2,chr10:101831167-101839753,novel_combo,0.003,0.2222,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,-,TRUE,4
PKN1,chr19:14446561-14450088,novel_acceptor,4e-04,0.1088,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,+,TRUE,6
RBCK1,chr20:408779-417526,annotated,0.0272,0.101,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,+,TRUE,1
EPB41L4A,chr5:112267284-112275326,novel_acceptor,0.0016,0.5911,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,-,TRUE,5
EPB41L4A,chr5:112266330-112267210,novel_donor,0.0016,0.548,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,-,TRUE,4
EPB41L4A,chr5:112266311-112267210,none,0.0016,0.1355,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,-,TRUE,1
CDO1,chr5:115813954-115816228,annotated,0.0044,0.2086,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,-,TRUE,6
CDO1,chr5:115813258-115813898,annotated,0.0051,0.2486,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,-,TRUE,6
NPHP4,chr1:5888611-5890867,none,0.0028,0.186,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,-,TRUE,3
NPHP4,chr1:5978413-5992244,novel_exon_skip,0.0207,0.1148,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,-,TRUE,1
C19orf12,chr19:29705394-29715125,novel_exon_skip,0.0244,0.1667,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,-,TRUE,1
RIN2,chr20:19965024-19968392,novel_acceptor,0.0107,0.1625,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,+,TRUE,2
DTX1,chr12:113058451-113093162,novel_exon_skip,0.0189,0.1245,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,+,TRUE,4
SCN2A,chr2:165308794-165310323,novel_exon_skip,0.0383,0.1304,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,+,TRUE,1
FOXP4,chr6:41587156-41587317,novel_acceptor,0.0036,0.1214,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,+,TRUE,1
TMEM62,chr15:43134014-43135512,novel_donor,0.0138,0.1326,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,+,TRUE,1
CYP2C8,chr10:95043077-95058335,novel_exon_skip,0.0324,0.197,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,-,TRUE,1
GIT2,chr12:109961452-109961612,none,0.0225,0.1406,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,-,TRUE,3
MBNL2,chr13:97334440-97338647,novel_acceptor,0.0055,0.2842,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,+,TRUE,3
MDGA2,chr14:47035278-47061249,annotated,0.0137,0.1569,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,-,TRUE,1
TCF12,chr15:57251423-57253262,annotated,0.0204,0.1444,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,+,TRUE,1
CBLN2,chr18:72542326-72542982,novel_combo,0.0177,0.1534,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,-,TRUE,2
STK38,chr6:36515492-36521734,novel_exon_skip,0.0437,0.2172,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,-,TRUE,1
STK38,chr6:36515492-36521734,novel_exon_skip,0.0407,0.2059,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,-,TRUE,1
PDE4D,chr5:59215968-59797060,annotated,7e-04,0.1023,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,-,TRUE,1
ARL6,chr3:97798203-97800703,annotated,0.0208,0.1686,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,+,TRUE,1
EHBP1,chr2:62831158-62859169,annotated,0.0429,0.1507,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,+,TRUE,2
DLGAP3,chr1:34929068-34929451,novel_acceptor,6e-04,0.1201,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,-,TRUE,1
DLGAP3,chr1:34907437-34929069,novel_donor,6e-04,0.1785,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,-,TRUE,4
DLGAP3,chr1:34907437-34929069,novel_donor,5e-04,0.1662,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,-,TRUE,4
UBE3D,chr6:83024038-83025758,novel_donor,0.0114,0.1434,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,-,TRUE,1
WDR35,chr2:19978167-19978751,novel_acceptor,0.0021,0.2172,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,-,TRUE,5
WDR35,chr2:19975663-19977925,novel_donor,0.0029,0.3239,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,-,TRUE,6
LIAS,chr4:39460962-39465046,annotated,0.0041,0.1653,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,+,TRUE,1
CEP250,chr20:35476595-35479231,novel_exon_skip,0.0367,0.1707,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,+,TRUE,1
CEP250,chr20:35476595-35479231,novel_exon_skip,0.034,0.1771,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,+,TRUE,1
TMEM175,chr4:932540-951207,novel_exon_skip,3e-04,0.1697,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,+,TRUE,5
TMEM175,chr4:932540-951207,novel_exon_skip,0.001,0.2035,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,+,TRUE,5
MGAT1,chr5:180809076-180809795,novel_donor,2e-04,0.1647,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,-,TRUE,4
ACAP3,chr1:1307156-1307769,annotated,0.0137,0.1941,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,-,TRUE,1
GCH1,chr14:54843054-54844001,annotated,0.0231,0.1032,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,-,TRUE,1
SYT14,chr1:209952756-209965893,annotated,0.0462,0.2756,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,+,TRUE,1
RBMS3,chr3:29281756-29488441,ambig_gene,0.0437,0.1613,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,+,TRUE,1
IQSEC1,chr3:12901522-12908349,annotated,0.0208,0.1282,controlbrowncorticalneuron-tdp43kdbrowncorticalneuron,-,TRUE,1
