paste_into_igv_junction,color_gene_name,Control_Control,Cycloheximide_Control,Control_TDP43KD,Cycloheximide_TDP43KD,normal_cryptic_chx,chx_cryptic,chx_effect,gene_name,gene_id,ensgene
chr6:32831181-32832333,NMD rescued,0.0196,0.0192,0.0603,0.1685,FALSE,TRUE,Dark cryptic,TAP2,ENSG00000204267.16,ENSG00000204267
chr6:32831181-32832333,NMD rescued,0.0196,0.0192,0.0603,0.1685,FALSE,TRUE,Dark cryptic,XXbac-BPG246D15.9,ENSG00000250264.1,ENSG00000250264
chr6:32830806-32831149,NMD rescued,0.0196,0.0326,0.0417,0.1952,FALSE,TRUE,Dark cryptic,XXbac-BPG246D15.9,ENSG00000250264.1,ENSG00000250264
chr6:32830806-32831149,NMD rescued,0.0196,0.0326,0.0417,0.1952,FALSE,TRUE,Dark cryptic,TAP2,ENSG00000204267.16,ENSG00000204267
chr6:31966846-31967273,non-NMD rescued,0.0294,0.0376,0.0118,0.1024,FALSE,TRUE,Dark cryptic,SKIV2L,ENSG00000204351.12,ENSG00000204351
chr6:11565836-11574175,NMD rescued,0.0123,0.0411,0.0066,0.1261,FALSE,TRUE,Dark cryptic,TMEM170B,ENSG00000205269.6,ENSG00000205269
chr11:61468714-61469270,non-NMD rescued,0.0133,0.0017,0.2807,0.2419,TRUE,TRUE,non-NMD rescued,RP11-286N22.8,ENSG00000256591.5,ENSG00000256591
chr11:61469340-61472745,non-NMD rescued,0.0029,4e-04,0.1452,0.1559,TRUE,TRUE,non-NMD rescued,RP11-286N22.8,ENSG00000256591.5,ENSG00000256591
chr19:19527770-19529364,NMD rescued,0.0076,0.0473,0.0399,0.1486,FALSE,TRUE,Dark cryptic,CTC-260F20.3,ENSG00000258674.5,ENSG00000258674
chr19:19528686-19529364,NMD rescued,0.0076,0.0462,0.0413,0.159,FALSE,TRUE,Dark cryptic,CTC-260F20.3,ENSG00000258674.5,ENSG00000258674
chr14:104604375-104604457,non-NMD rescued,0.0312,0.0338,0.1578,0.1041,TRUE,TRUE,non-NMD rescued,TMEM179,ENSG00000258986.7,ENSG00000258986
chr15:82382879-82400660,non-NMD rescued,0.0074,0.0275,0.0719,0.1321,FALSE,TRUE,Dark cryptic,UBE2Q2P2,ENSG00000259429.5,ENSG00000259429
chr4:118597225-118608658,non-NMD rescued,0.0294,0.0407,0.0517,0.1094,FALSE,TRUE,Dark cryptic,RP11-384K6.6,ENSG00000260404.3,ENSG00000260404
chr19:50637847-50639025,non-NMD rescued,0.009,0.0065,0.1845,0.1586,TRUE,TRUE,non-NMD rescued,SYT3,ENSG00000213023.11,ENSG00000213023
chr1:197560874-197583152,NMD rescued,0.0263,0.0443,0.1169,0.2535,TRUE,TRUE,NMD rescued,DENND1B,ENSG00000213047.13,ENSG00000213047
chr1:145784596-145788612,non-NMD rescued,0.0101,0.0232,0.2103,0.1781,TRUE,TRUE,non-NMD rescued,RNF115,ENSG00000265491.5,ENSG00000265491
chr7:45735670-45736787,NMD rescued,0.0059,0.0222,0.4265,0.5441,TRUE,TRUE,NMD rescued,SEPTIN7P2,ENSG00000214765.8,ENSG00000214765
chr7:45728313-45735607,NMD rescued,0.0059,0.0203,0.4252,0.5654,TRUE,TRUE,NMD rescued,SEPTIN7P2,ENSG00000214765.8,ENSG00000214765
chr1:149835098-149839021,NMD rescued,0.0074,0.0207,0.0094,0.1339,FALSE,TRUE,Dark cryptic,H4C14,ENSG00000270882.2,ENSG00000270882
chr4:182449414-182598652,non-NMD rescued,0.0093,0.0021,0.0632,0.1013,FALSE,TRUE,non-NMD rescued,TENM3,ENSG00000218336.9,ENSG00000218336
chr21:6496080-6497180,non-NMD rescued,0.0309,0.0255,0.1485,0.2133,TRUE,TRUE,NMD rescued,U2AF1L5,ENSG00000275895.7,ENSG00000275895
chr11:61878848-61879311,NMD rescued,0.0326,0.0022,0.4534,0.5826,TRUE,TRUE,NMD rescued,FADS3,ENSG00000221968.9,ENSG00000221968
chr21:5124875-5125889,non-NMD rescued,0.0056,0.0169,0.0311,0.1011,FALSE,TRUE,Dark cryptic,GATD3B,ENSG00000280071.4,ENSG00000280071
chr21:5124875-5125889,non-NMD rescued,0.0056,0.0169,0.0311,0.1011,FALSE,TRUE,Dark cryptic,CH507-9B2.4,ENSG00000276612.3,ENSG00000276612
chr1:19312-19383,NMD rescued,0.0108,0.0049,0.0028,0.1716,FALSE,TRUE,Dark cryptic,WASH7P,ENSG00000227232.5,ENSG00000227232
chr1:19075-24738,NMD rescued,0.0108,0.0183,0.0028,0.1069,FALSE,TRUE,Dark cryptic,WASH7P,ENSG00000227232.5,ENSG00000227232
chrX:152635987-152638569,non-NMD rescued,0.0109,0.0133,0.1205,0.1119,TRUE,TRUE,non-NMD rescued,RP1-14D6.13,ENSG00000287394.1,ENSG00000287394
chr19:20409956-20417666,non-NMD rescued,0.0134,0.0069,0.2843,0.1859,TRUE,TRUE,non-NMD rescued,ZNF826P,ENSG00000231205.11,ENSG00000231205
chr19:20409956-20424786,non-NMD rescued,0.0295,0.011,0.6544,0.7186,TRUE,TRUE,NMD rescued,ZNF826P,ENSG00000231205.11,ENSG00000231205
chr19:20409045-20409830,non-NMD rescued,0.0188,0.0344,0.6761,0.6389,TRUE,TRUE,non-NMD rescued,ZNF826P,ENSG00000231205.11,ENSG00000231205
chr4:173559201-173562548,non-NMD rescued,0.0135,0.0014,0.2077,0.1575,TRUE,TRUE,non-NMD rescued,HAND2-AS1,ENSG00000237125.11,ENSG00000237125
chr16:22437492-22443807,non-NMD rescued,0.0295,0.0403,0.1423,0.1302,TRUE,TRUE,non-NMD rescued,SMG1P1,ENSG00000237296.9,ENSG00000237296
chr17:7549618-7550120,non-NMD rescued,0.0082,0.0085,0.1345,0.153,TRUE,TRUE,non-NMD rescued,TNFSF12,ENSG00000239697.11,ENSG00000239697
chr17:7549618-7550120,non-NMD rescued,0.0082,0.0085,0.1345,0.153,TRUE,TRUE,non-NMD rescued,TNFSF12-TNFSF13,ENSG00000248871.1,ENSG00000248871
chr7:124032279-124077247,NMD rescued,0.0091,0.0432,0.0719,0.1723,FALSE,TRUE,Dark cryptic,RP5-921G16.1,ENSG00000242593.7,ENSG00000242593
chr3:128495919-128496699,non-NMD rescued,0.0487,0.0021,0.0468,0.1441,FALSE,TRUE,Dark cryptic,GATA2-AS1,ENSG00000244300.3,ENSG00000244300
chr3:129390096-129393168,non-NMD rescued,0.0208,0.0385,0.0984,0.1643,FALSE,TRUE,Dark cryptic,RP11-529F4.1,ENSG00000244932.2,ENSG00000244932
chr3:129390096-129393168,non-NMD rescued,0.0208,0.0385,0.0984,0.1643,FALSE,TRUE,Dark cryptic,RPL32P3,ENSG00000251474.6,ENSG00000251474
chr5:69619280-69620014,NMD rescued,0.0348,9e-04,0.0171,0.1436,FALSE,TRUE,Dark cryptic,NAIPP3,ENSG00000248477.6,ENSG00000248477
chr22:50722437-50730947,non-NMD rescued,0.0083,0.0204,0.1439,0.2085,TRUE,TRUE,NMD rescued,SHANK3,ENSG00000251322.9,ENSG00000251322
chr7:141674220-141682419,NMD rescued,0.029,0.0211,0.0079,0.1214,FALSE,TRUE,Dark cryptic,DENND11,ENSG00000257093.7,ENSG00000257093
chr2:238041896-238045682,NMD rescued,0.0062,0.0249,0.0017,0.1115,FALSE,TRUE,Dark cryptic,UBE2F-SCLY,ENSG00000258984.5,ENSG00000258984
chr16:33688464-33695459,NMD rescued,0.0111,0.0464,0.0515,0.1604,FALSE,TRUE,Dark cryptic,BMS1P8,ENSG00000260518.2,ENSG00000260518
chr16:70331775-70370277,NMD rescued,0.0058,7e-04,0.001,0.6492,FALSE,TRUE,Dark cryptic,RP11-529K1.3,ENSG00000260537.2,ENSG00000260537
chr17:81399124-81399534,NMD rescued,0.0139,0.0047,0.0018,0.1572,FALSE,TRUE,Dark cryptic,BAHCC1,ENSG00000266074.10,ENSG00000266074
chr17:43164830-43166980,non-NMD rescued,0.0062,0.0448,0.2859,0.2644,TRUE,TRUE,non-NMD rescued,RP11-242D8.1,ENSG00000267002.4,ENSG00000267002
chr19:44060841-44061845,non-NMD rescued,0.0227,0.0426,0.0727,0.1087,FALSE,TRUE,non-NMD rescued,AC084219.2,ENSG00000267022.1,ENSG00000267022
chr1:1709640-1719358,non-NMD rescued,0.0228,0.0011,0.1214,0.1737,TRUE,TRUE,NMD rescued,RP1-283E3.8,ENSG00000268575.1,ENSG00000268575
chr1:149101379-149103271,NMD rescued,0.0031,0.0155,0.0223,0.2463,FALSE,TRUE,Dark cryptic,NBPF9,ENSG00000269713.7,ENSG00000269713
chr17:35844818-35844861,NMD rescued,3e-04,0.001,0.0592,0.1611,FALSE,TRUE,Dark cryptic,TAF15,ENSG00000270647.6,ENSG00000270647
chr7:65722124-65727055,NMD rescued,0.0097,0.0223,0.0325,0.1516,FALSE,TRUE,Dark cryptic,RP11-479O9.4,ENSG00000272693.4,ENSG00000272693
chr17:38715750-38716367,non-NMD rescued,0.0344,0.0355,0.1071,0.139,TRUE,TRUE,non-NMD rescued,CTB-58E17.9,ENSG00000275665.1,ENSG00000275665
chr8:12552033-12565886,non-NMD rescued,0.0101,0.0451,0.0857,0.1582,FALSE,TRUE,Dark cryptic,RP11-419I17.1,ENSG00000283674.3,ENSG00000283674
chr11:69081499-69083866,NMD rescued,0.0455,0.0095,0.0029,0.1072,FALSE,TRUE,Dark cryptic,RP11-554A11.11,ENSG00000287725.1,ENSG00000287725
chr12:57622641-57624500,NMD rescued,0.0067,0.0395,0.0206,0.1248,FALSE,TRUE,Dark cryptic,RP11-571M6.19,ENSG00000287908.1,ENSG00000287908
