dox0_sh,paste_into_igv_junction,dox0125,dox0187,dox021,dox025,dox075,timing_shsy5y,max_psi_sh,dox0_be2,dox002,dox003,dox004,dox005,dox0075,dox01,dox1,timing_be2,max_psi_be2,junction_for_clustering,gene,strand,junction_cat,cryptic,ID_exon,UMAP_1_together,UMAP_2_together,cluster_together,UMAP_1_sh,UMAP_2_sh,cluster_sh,UMAP_1_be2,UMAP_2_be2,cluster_be2,last_exon
NA,chr19:37907358-38008096,NA,NA,NA,NA,NA,NA,NA,0.065,0.065,0.065,0.065,0.57,0.57,0.57,0.581,Early,Top,no,SIPA1L3,+,novel_acceptor,yes,380,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
0.001,chr5:127992633-128061144,0.001,0.001,0.001,0.001,0.154,Late,Bottom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,SLC12A2-DT,-,acceptor,yes,381,9.192745426,-3.721542848,2,-1.601755179,-5.854509875,1,NA,NA,NA,FALSE
0.416,chr5:1053482-1056582,0.416,0.737,0.737,0.737,0.867,Early,Top,0.16,0.16,0.48,0.505,0.601,0.627,0.627,0.628,Earli,Top,yes,SLC12A7,-,annotated,no,382,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
0.438,chr5:1056596-1057471,0.438,0.76,0.76,0.76,0.87,Early,Top,0.158,0.158,0.461,0.478,0.572,0.627,0.627,0.624,Earli,Top,no,SLC12A7,-,annotated,no,382,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
0.005,chr21:45511223-45525817,0.005,0.005,0.005,0.005,0.158,Late,Bottom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,SLC19A1,-,acceptor,yes,383,9.235507174,-3.773535027,2,-1.575375673,-5.82674118,1,NA,NA,NA,FALSE
0.205,chr14:100295993-100298842,0.205,0.371,0.371,0.371,0.575,Early,Medium,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,SLC25A29,-,acceptor,no,384,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
0.373,chr14:100293377-100295626,0.373,0.373,0.373,0.373,0.673,Early,Medium,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,SLC25A29,-,donor,no,384,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
0.306,chr17:8290976-8291333,0.306,0.306,0.306,0.306,0.974,Late,Top,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,SLC25A35,-,donor,no,385,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
0.003,chr5:151449689-151458788,0.003,0.002,0.003,0.003,0.203,Late,Bottom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,SLC36A1,+,donor,yes,386,8.008833285,-3.272475853,2,-1.378360982,-5.191771738,1,NA,NA,NA,FALSE
0.016,chr4:102315830-102324250,0.016,0.016,0.173,0.303,0.521,Intermediate,Top,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,SLC39A8,-,donor,yes,387,-6.082208217,-8.053384909,1,-0.285378285,0.766608079,5,NA,NA,NA,FALSE
0.385,chr1:155136951-155137561,0.385,0.385,0.385,0.385,0.67,Intermediate,Medium,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,SLC50A1,+,donor,no,388,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
0.381,chr1:155136376-155136828,0.381,0.381,0.381,0.496,0.652,Intermediate,Bottom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,SLC50A1,+,acceptor,no,388,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
0.514,chr20:49849680-49850810,0.514,0.764,0.779,0.779,0.959,Early,Top,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,SLC9A8,+,acceptor,no,389,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
0.55,chr20:49850844-49855438,0.55,0.82,0.795,0.795,0.991,Early,Top,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,SLC9A8,+,donor,no,389,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
NA,chr4:103065768-103066327,NA,NA,NA,NA,NA,NA,NA,0.211,0.211,0.211,0.416,0.429,0.475,0.462,0.471,Early,Bottom,yes,SLC9B2,-,annotated,no,390,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
0.235,chr5:168844655-168883265,0.235,0.235,0.235,0.235,0.588,Late,Medium,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,SLIT3,-,donor,no,391,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
NA,chr3:57923023-57927296,NA,NA,NA,NA,NA,NA,NA,0.271,0.271,0.271,0.271,0.271,0.271,0.271,0.515,Late,Bottom,yes,SLMAP,+,skip,no,392,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
0.074,chr19:11033865-11034123,0.074,0.074,0.182,0.244,0.453,Intermediate,Medium,0.079,0.079,0.079,0.079,0.272,0.334,0.319,0.37,Intermediate,Medium,yes,SMARCA4,+,annotated,no,393,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
0.04,chr19:11033517-11033767,0.04,0.04,0.04,0.193,0.372,Intermediate,Medium,0.081,0.081,0.081,0.081,0.081,0.304,0.305,0.347,Intermediate,Bottom,no,SMARCA4,+,annotated,no,393,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
0.563,chr7:151245671-151275114,0.563,0.563,0.563,0.82,0.964,Intermediate,Top,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,SMARCD3,-,donor,no,394,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
0.216,chr16:21487616-21495171,0.216,0.216,0.216,0.33,0.694,Intermediate,Top,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,SMG1P3,-,donor,no,395,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
NA,chr2:130161272-130164374,NA,NA,NA,NA,NA,NA,NA,0.103,0.103,0.103,0.103,0.103,0.103,0.103,0.313,Late,Bottom,yes,SMPD4,-,annotated,no,396,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
0.326,chr20:10293278-10296925,0.326,0.45,0.436,0.558,0.823,Intermediate,Top,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,SNAP25,+,donor,no,397,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
0.34,chr20:10284772-10293161,0.34,0.34,0.34,0.483,0.79,Intermediate,Top,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,SNAP25,+,acceptor,no,397,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
0.017,chr5:176629965-176630280,0.017,0.017,0.017,0.312,0.487,Intermediate,Top,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,SNCB,-,acceptor,yes,398,5.273279271,-5.348563635,6,-0.310567711,0.158198742,5,NA,NA,NA,FALSE
NA,chr20:38421098-38425935,NA,NA,NA,NA,NA,NA,NA,0.074,0.074,0.341,0.322,0.489,0.489,0.535,0.535,Early,Top,yes,SNHG17,-,skip,no,399,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
NA,chr20:38421098-38426419,NA,NA,NA,NA,NA,NA,NA,0.524,0.524,0.855,0.893,0.886,0.889,0.909,0.888,Early,Medium,yes,SNHG17,-,skip,no,400,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
0.354,chr15:82756785-82756904,0.354,0.569,0.521,0.519,0.708,Early,Medium,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,SNHG21,+,donor,no,401,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
0.009,chr17:47918571-47929821,0.009,0.311,0.267,0.267,0.249,Early,Bottom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,SP2-AS1,-,skip,yes,402,-6.919641482,-8.100087751,1,1.899083218,1.871805065,2,NA,NA,NA,FALSE
0.045,chr2:219464608-219467174,0.045,0.285,0.263,0.228,0.578,Early,Top,0.042,0.042,0.042,0.042,0.132,0.205,0.21,0.292,Late,Bottom,yes,SPEG,+,skip,yes,403,-2.356980908,3.945109525,4,1.521983502,1.531974246,2,1.766620675,-2.481798686,3,FALSE
NA,chr12:120765070-120767394,NA,NA,NA,NA,NA,NA,NA,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.271,Late,Bottom,yes,SPPL3,-,novel_exon_skip,yes,404,2.060221367,1.956440306,5,NA,NA,NA,3.678424944,-5.5476492,5,FALSE
0.007,chr5:142346467-142353226,0.007,0.007,0.007,0.351,0.351,Intermediate,Medium,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,SPRY4-AS1,+,donor,yes,405,5.280697374,-5.35019744,6,-0.269298902,-0.12896243,5,NA,NA,NA,FALSE
0.686,chr6:89107258-89117823,0.686,0.686,0.686,0.686,0.932,Late,Bottom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,SRSF12,-,acceptor,no,406,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
0.221,chr17:29925555-29929938,0.221,0.235,0.221,0.221,0.605,Late,Top,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,SSH2,-,acceptor,no,407,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
0.221,chrX:124090964-124094018,0.221,0.378,0.404,0.449,0.508,Early,Medium,0.418,0.418,0.418,0.613,0.614,0.669,0.642,0.645,Early,Bottom,yes,STAG2,+,annotated,no,408,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
0.236,chrX:124090764-124090854,0.236,0.357,0.424,0.394,0.48,Early,Bottom,0.365,0.365,0.365,0.578,0.578,0.595,0.598,0.583,Early,Bottom,no,STAG2,+,annotated,no,408,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
0.143,chr2:218685228-218688391,0.29,0.336,0.336,0.336,0.512,Early,Medium,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,STK36,+,acceptor,no,409,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
0.004,chr2:168017095-168058737,0.004,0.004,0.004,0.004,0.182,Late,Bottom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,STK39,-,donor,no,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
0.023,chr8:79611214-79616822,0.254,0.872,0.907,0.932,0.981,Earli,Top,0.026,0.026,0.469,0.643,0.672,0.77,0.746,0.783,Earli,Top,yes,STMN2,+,novel_acceptor,yes,411,-5.006597299,2.406806262,3,0.83937754,6.943366503,3,-0.930061543,4.651418505,1,TRUE
0.157,chr8:79613937-79616822,0.653,0.711,0.859,0.859,0.817,Earli,Top,NA,NA,NA,NA,NA,NA,NA,NA,Earli,NA,no,STMN2,+,acceptor,yes,411,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
0.175,chr15:74185056-74185310,0.175,0.409,0.444,0.473,0.491,Early,Medium,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,STRA6,-,donor,no,412,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
0.029,chr15:74193136-74193800,0.209,0.797,0.866,0.903,0.952,Earli,Top,0.26,0.836,0.988,0.987,0.979,0.963,0.987,0.98,Earli,Top,yes,STRA6,-,novel_acceptor,no,413,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
0.158,chr15:74195469-74195584,0.158,0.368,0.382,0.432,0.394,Early,Bottom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,STRA6,-,donor,no,414,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
0.022,chr15:74191491-74193067,0.152,0.729,0.839,0.852,0.944,Earli,Top,0.202,0.714,0.831,0.877,0.877,0.837,0.925,0.906,Earli,Top,no,STRA6,-,novel_donor,no,413,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
0.003,chr3:120908416-120909571,0.033,0.261,0.31,0.398,0.398,Early,Top,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,STXBP5L,+,donor,yes,415,-6.896516207,-8.102529055,1,1.703516497,2.517256879,2,NA,NA,NA,FALSE
0.003,chr3:120908428-120909571,0.004,0.221,0.196,0.364,0.398,Early,Top,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,STXBP5L,+,donor,yes,415,-6.848152883,-8.338512175,1,1.522406844,2.139411558,2,NA,NA,NA,FALSE
NA,chr7:849603-851384,NA,NA,NA,NA,NA,NA,NA,0.14,0.14,0.14,0.14,0.14,0.341,0.341,0.386,Late,Bottom,yes,SUN1,+,skip,no,416,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
NA,chr6:152130778-152132122,NA,NA,NA,NA,NA,NA,NA,0.333,0.676,0.838,0.944,0.944,0.895,0.923,0.911,Earli,Top,yes,SYNE1,-,annotated,no,417,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
NA,chr6:152122676-152130720,NA,NA,NA,NA,NA,NA,NA,0.295,0.576,0.844,0.936,0.936,0.936,0.918,0.892,Earli,Top,no,SYNE1,-,annotated,no,417,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
NA,chr6:158017290-158019984,NA,NA,NA,NA,NA,NA,NA,0.015,0.015,0.015,0.015,0.394,0.394,0.394,0.346,Intermediate,Medium,yes,SYNJ2,+,novel_acceptor,no,418,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
0.052,chr5:150624907-150647944,0.052,0.052,0.052,0.052,0.312,Late,Bottom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,SYNPO,+,donor,no,419,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
0.417,chr7:106096302-106097690,0.417,0.55,0.55,0.55,0.836,Intermediate,Top,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,SYPL1,-,acceptor,no,420,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
0.531,chr7:106093137-106096293,0.531,0.531,0.531,0.531,0.897,Intermediate,Medium,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,SYPL1,-,donor,no,420,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
0.031,chr11:61547308-61547530,0.031,0.601,0.601,0.909,0.944,Earli,Top,NA,NA,NA,NA,NA,NA,NA,NA,Intermediate,NA,yes,SYT7,-,donor,yes,421,-6.701158121,-6.87085224,1,0.568424406,6.759800133,3,NA,NA,NA,FALSE
0.002,chr11:61547620-61551384,0.002,0.002,0.21,0.319,0.33,Earli,Medium,0.003,0.003,0.003,0.003,0.258,0.258,0.372,0.403,Intermediate,Medium,no,SYT7,-,novel_acceptor,yes,421,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
0.002,chr11:61533124-61547530,0.002,0.002,0.072,0.059,0.157,Earli,Bottom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,SYT7,-,donor,yes,422,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
0.027,chr18:26295314-26315229,0.027,0.027,0.027,0.333,0.327,Intermediate,Medium,0.103,0.103,0.459,0.514,0.534,0.545,0.597,0.636,Earli,Top,yes,TAF4B,+,annotated,no,423,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
NA,chr18:26293531-26295195,NA,NA,NA,NA,NA,Intermediate,NA,0.056,0.056,0.265,0.227,0.461,0.505,0.541,0.541,Earli,Top,no,TAF4B,+,annotated,no,423,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
0.01,chr2:161161104-161161285,0.01,0.01,0.01,0.01,0.252,Late,Bottom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,TANK,+,acceptor,yes,424,7.421085884,-3.435864387,2,-1.785510304,-4.313759066,1,NA,NA,NA,FALSE
0.095,chr1:234400948-234401181,0.095,0.18,0.246,0.222,0.403,Intermediate,Medium,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,TARBP1,-,acceptor,yes,425,-6.530503263,-8.636429378,1,2.088008635,1.003615701,2,NA,NA,NA,FALSE
0.046,chr7:139787426-139788213,0.046,0.046,0.046,0.046,0.25,Late,Bottom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,TBXAS1,+,acceptor,yes,426,6.864461839,-3.552232021,2,-1.680839575,-3.690792628,1,NA,NA,NA,FALSE
0.399,chr20:64063384-64066476,0.399,0.399,0.616,0.616,0.665,Intermediate,Bottom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,TCEA2,+,acceptor,no,427,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
0.111,chr11:12862314-12864686,0.111,0.111,0.111,0.111,0.407,Late,Medium,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,TEAD1,+,acceptor,no,428,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
NA,chr21:9121378-9124362,NA,NA,NA,NA,NA,NA,NA,0.129,0.825,0.825,0.825,0.825,0.825,0.825,0.825,Earli,Top,yes,TEKT4P2,-,novel_acceptor,no,429,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
NA,chr21:9124421-9127489,NA,NA,NA,NA,NA,NA,NA,0.064,0.064,0.275,0.275,0.275,0.275,0.275,0.459,Earli,Medium,no,TEKT4P2,-,annotated,no,429,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
NA,chr4:182598822-182600924,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0.235,0.249,0.235,Late,Bottom,yes,TENM3,+,novel_donor,yes,430,0.89927488,3.119053174,5,NA,NA,NA,1.817327295,-3.193807264,3,FALSE
0.433,chr14:20372857-20373011,0.433,0.767,0.767,0.813,0.949,Early,Top,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,TEP1,-,acceptor,no,431,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
0.495,chr8:73027052-73030336,0.495,0.495,0.495,0.495,0.841,Late,Medium,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,TERF1,+,acceptor,no,432,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
0.663,chr8:73030395-73032042,0.663,0.663,0.663,0.663,0.904,Late,Bottom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,TERF1,+,donor,no,432,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
0.729,chr8:55811097-55813040,0.729,0.729,0.729,0.729,0.979,Late,Bottom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,TGS1,+,acceptor,no,433,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
NA,chr6:169233017-169237170,NA,NA,NA,NA,NA,NA,NA,0.072,0.072,0.072,0.072,0.072,0.305,0.432,0.533,Late,Top,yes,THBS2,-,skip,no,434,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
NA,chr1:155206406-155207798,NA,NA,NA,NA,NA,NA,NA,0.45,0.45,0.45,0.701,0.701,0.674,0.674,0.756,Early,Medium,yes,THBS3,-,annotated,no,435,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
0.615,chr2:70229091-70229264,0.615,0.615,0.615,0.615,0.815,Late,Bottom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,TIA1,-,acceptor,no,436,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
0.025,chr11:61335937-61336204,0.025,0.025,0.025,0.025,0.363,Late,Medium,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,TKFC,+,acceptor,yes,437,5.497789275,-3.271490701,2,-2.610738489,-2.600833406,1,NA,NA,NA,FALSE
0.008,chr12:43836196-43836744,0.008,0.24,0.627,0.815,0.936,Early,Top,0.016,0.016,0.35,0.65,0.796,0.986,0.986,0.986,Earli,Top,yes,TMEM117,+,novel_acceptor,yes,438,-4.417155482,2.285685208,3,0.573798039,6.537161716,3,-0.921473156,4.714022794,1,FALSE
NA,chr12:43836884-43844624,NA,NA,NA,NA,NA,Early,NA,0.011,0.011,0.194,0.194,0.251,0.265,0.318,0.319,Earli,Medium,no,TMEM117,+,novel_donor,yes,438,-0.367297296,9.380117742,9,NA,NA,NA,0.554376834,0.475600583,4,FALSE
0.006,chr12:43836901-43844624,0.006,0.312,0.315,0.53,0.899,Early,Top,0.011,0.011,0.561,0.726,0.698,0.732,0.732,0.732,Earli,Top,no,TMEM117,+,novel_donor,yes,438,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
NA,chr4:158244349-158245324,NA,NA,NA,NA,NA,NA,NA,0.009,0.009,0.009,0.009,0.009,0.009,0.009,0.269,Late,Bottom,yes,TMEM144,+,novel_acceptor,yes,439,1.912036719,2.113774288,5,NA,NA,NA,3.643103342,-5.445700486,5,FALSE
NA,chr4:158245404-158253444,NA,NA,NA,NA,NA,NA,NA,0.009,0.009,0.009,0.009,0.009,0.009,0.275,0.251,Late,Bottom,no,TMEM144,+,novel_donor,yes,439,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
0.004,chr1:32217124-32217259,0.181,0.181,0.181,0.181,0.212,Early,Bottom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,TMEM234,-,acceptor,yes,440,-2.463990832,-6.832920353,7,2.675436416,-0.061130642,2,NA,NA,NA,FALSE
0.006,chr14:56634952-56635122,0.194,0.194,0.194,0.194,0.172,Early,Bottom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,TMEM260,+,acceptor,yes,441,-2.44230613,-6.809906507,7,2.76703999,0.055280986,2,NA,NA,NA,FALSE
NA,chr12:106956065-106957082,NA,NA,NA,NA,NA,NA,NA,0.735,0.735,0.735,0.735,0.735,0.981,0.981,0.994,Late,Bottom,yes,TMEM263,+,annotated,no,442,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
0.009,chr3:119435935-119436791,0.069,0.068,0.068,0.145,0.231,Intermediate,Bottom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,TMEM39A,-,acceptor,no,443,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
NA,chr6:44135366-44136349,NA,NA,NA,NA,NA,NA,NA,0.163,0.163,0.163,0.163,0.163,0.163,0.163,0.411,Late,Bottom,yes,TMEM63B,+,annotated,no,444,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
NA,chr6:44135096-44135328,NA,NA,NA,NA,NA,NA,NA,0.121,0.121,0.121,0.121,0.121,0.121,0.121,0.372,Late,Bottom,no,TMEM63B,+,annotated,no,444,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
0.022,chr13:100642311-100662964,0.158,0.158,0.158,0.158,0.254,Intermediate,Bottom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,TMTC4,-,skip,yes,445,-2.486603373,-6.862527845,7,2.617868668,-0.111359586,2,NA,NA,NA,FALSE
0.002,chr17:7549618-7550120,0.002,0.002,0.002,0.002,0.187,Late,Bottom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,TNFSF12,+,donor,yes,446,8.62478001,-3.527758022,2,-1.457504595,-5.492693849,1,NA,NA,NA,FALSE
0.358,chr3:171138379-171139470,0.358,0.595,0.59,0.874,0.939,Early,Top,0.112,0.112,0.112,0.475,0.56,0.697,0.714,0.796,Early,Top,yes,TNIK,-,annotated,no,447,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
0.327,chr3:171139556-171140399,0.327,0.611,0.602,0.75,0.889,Early,Top,0.082,0.082,0.082,0.336,0.401,0.641,0.625,0.715,Early,Top,no,TNIK,-,annotated,no,447,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
0.609,chr20:63887605-63889190,0.609,0.609,0.609,0.609,0.819,Late,Bottom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,TPD52L2,+,donor,no,448,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
0.013,chr2:3457693-3457795,0.013,0.013,0.07,0.192,0.611,Intermediate,Top,0.017,0.017,0.017,0.208,0.513,0.641,0.641,0.748,Early,Top,yes,TRAPPC12,+,annotated,yes,449,-2.496800616,3.069329703,4,-0.574891821,0.691625431,5,-1.385111379,2.70499381,0,FALSE
0.001,chr2:3457693-3458462,0.001,0.001,0.124,0.173,0.337,Intermediate,Medium,0.001,0.001,0.001,0.075,0.194,0.216,0.392,0.392,Early,Medium,yes,TRAPPC12,+,novel_acceptor,yes,450,-1.485609657,3.37558137,4,-0.231461761,-1.176275266,5,-1.474485003,-1.237521574,2,FALSE
0.001,chr2:3458515-3460263,0.001,0.135,0.289,0.526,0.966,Intermediate,Top,0.001,0.001,0.001,0.336,0.65,0.888,0.952,0.916,Early,Top,no,TRAPPC12,+,novel_donor,yes,450,-4.157853184,2.266774959,3,1.044657726,5.255332158,4,-1.176696819,3.886715787,1,FALSE
0.253,chr5:65652545-65655636,0.253,0.406,0.439,0.439,0.635,Early,Top,0.162,0.162,0.162,0.162,0.162,0.427,0.462,0.428,Late,Bottom,yes,TRAPPC13,+,annotated,no,451,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
0.31,chr5:65655653-65658368,0.31,0.452,0.512,0.512,0.684,Early,Medium,0.181,0.181,0.181,0.181,0.181,0.451,0.492,0.492,Late,Medium,no,TRAPPC13,+,annotated,no,451,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
0.785,chr17:75891878-75892011,0.785,0.972,0.977,0.957,0.998,Early,Bottom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,TRIM65,-,acceptor,no,452,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
0.034,chr5:14489097-14492567,0.034,0.129,0.116,0.203,0.254,Intermediate,Bottom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,TRIO,+,donor,yes,453,0.619534933,-5.55640347,8,1.268436981,-0.834120024,5,NA,NA,NA,FALSE
0.033,chr5:14488260-14489030,0.033,0.153,0.139,0.192,0.207,Intermediate,Bottom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,TRIO,+,acceptor,no,453,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
0.046,chr22:37738719-37751772,0.273,0.273,0.273,0.311,0.311,Early,Bottom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,TRIOBP,+,skip,yes,454,-2.259315254,-6.593577224,7,2.850404088,0.741347483,2,NA,NA,NA,FALSE
0.496,chr22:37759264-37765670,0.496,0.6,0.6,0.601,0.801,Intermediate,Medium,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,TRIOBP,+,acceptor,no,455,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
0.041,chr9:37763865-37768076,0.041,0.2,0.154,0.154,0.244,Early,Bottom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,TRMT10B,+,donor,no,456,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
0.001,chr7:98881250-98881695,0.001,0.001,0.21,0.318,0.583,Intermediate,Top,0.001,0.001,0.001,0.001,0.243,0.358,0.412,0.425,Intermediate,Top,yes,TRRAP,+,novel_acceptor,yes,457,-2.175704358,3.392715769,4,-0.274025366,0.957030905,5,-1.784425759,-1.240031178,2,FALSE
0.001,chr7:98881736-98881975,0.001,0.001,0.151,0.299,0.52,Intermediate,Top,0.001,0.001,0.001,0.001,0.24,0.339,0.393,0.42,Intermediate,Medium,no,TRRAP,+,novel_donor,yes,457,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
0.215,chr12:30983150-30983310,0.538,0.852,0.852,0.852,0.864,Earli,Top,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,TSPAN11,+,acceptor,no,458,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
